month,year,kraj,general_thefts,break_in_thefts,avg_monthly_salary
4,2020,HKK,54,24,33063.0
5,2020,HKK,83,40,33063.0
6,2020,HKK,100,60,33063.0
7,2020,HKK,90,57,33739.0
8,2020,HKK,122,39,33739.0
9,2020,HKK,118,40,33739.0
10,2020,HKK,72,43,37267.0
11,2020,HKK,54,44,37267.0
12,2020,HKK,80,35,37267.0
1,2020,JHC,165,64,31051.0
2,2020,JHC,155,82,31051.0
3,2020,JHC,85,65,31051.0
4,2020,JHC,84,93,31321.0
5,2020,JHC,117,52,31321.0
6,2020,JHC,142,64,31321.0
7,2020,JHC,158,57,32631.0
8,2020,JHC,149,62,32631.0
9,2020,JHC,127,49,32631.0
10,2020,JHC,103,55,36081.0
11,2020,JHC,57,69,36081.0
12,2020,JHC,37,84,36081.0
1,2020,JHM,493,259,33829.0
2,2020,JHM,479,244,33829.0
3,2020,JHM,335,188,33829.0
4,2020,JHM,295,230,33899.0
5,2020,JHM,399,206,33899.0
6,2020,JHM,418,194,33899.0
7,2020,JHM,477,190,35265.0
8,2020,JHM,473,196,35265.0
9,2020,JHM,453,175,35265.0
10,2020,JHM,230,210,38598.0
11,2020,JHM,168,144,38598.0
12,2020,JHM,230,138,38598.0
1,2020,KVK,146,63,29728.0
2,2020,KVK,92,61,29728.0
3,2020,KVK,102,66,29728.0
4,2020,KVK,81,56,29555.0
5,2020,KVK,62,52,29555.0
6,2020,KVK,80,63,29555.0
7,2020,KVK,66,42,31523.0
8,2020,KVK,82,33,31523.0
9,2020,KVK,101,49,31523.0
10,2020,KVK,49,51,34217.0
11,2020,KVK,48,35,34217.0
12,2020,KVK,42,36,34217.0
1,2020,LBK,140,103,31640.0
2,2020,LBK,141,75,31640.0
3,2020,LBK,115,59,31640.0
4,2020,LBK,120,57,31289.0
5,2020,LBK,84,71,31289.0
6,2020,LBK,123,57,31289.0
7,2020,LBK,196,54,33427.0
8,2020,LBK,210,70,33427.0
9,2020,LBK,144,73,33427.0
10,2020,LBK,84,83,36379.0
11,2020,LBK,69,68,36379.0
12,2020,LBK,65,44,36379.0
1,2020,MSK,719,270,30989.0
2,2020,MSK,631,278,30989.0
3,2020,MSK,478,203,30989.0
4,2020,MSK,361,230,31119.0
5,2020,MSK,449,185,31119.0
6,2020,MSK,540,222,31119.0
7,2020,MSK,599,222,32571.0
8,2020,MSK,603,205,32571.0
9,2020,MSK,505,196,32571.0
10,2020,MSK,287,171,35488.0
11,2020,MSK,269,194,35488.0
12,2020,MSK,256,158,35488.0
1,2020,OLK,184,69,30829.0
2,2020,OLK,175,66,30829.0
3,2020,OLK,130,67,30829.0
4,2020,OLK,127,62,31277.0
5,2020,OLK,140,62,31277.0
6,2020,OLK,154,60,31277.0
7,2020,OLK,167,64,33049.0
8,2020,OLK,175,56,33049.0
9,2020,OLK,157,76,33049.0
10,2020,OLK,105,55,36145.0
11,2020,OLK,109,61,36145.0
12,2020,OLK,101,71,36145.0
1,2020,PAK,128,40,30790.0
2,2020,PAK,100,50,30790.0
3,2020,PAK,68,39,30790.0
4,2020,PAK,71,28,30980.0
5,2020,PAK,71,29,30980.0
6,2020,PAK,101,20,30980.0
7,2020,PAK,98,27,32548.0
8,2020,PAK,84,24,32548.0
9,2020,PAK,90,25,32548.0
10,2020,PAK,50,25,35894.0
11,2020,PAK,40,20,35894.0
12,2020,PAK,44,31,35894.0
1,2020,PHA,2030,513,44504.0
2,2020,PHA,1604,448,44504.0
3,2020,PHA,1196,391,44504.0
4,2020,PHA,876,380,43746.0
5,2020,PHA,1233,375,43746.0
6,2020,PHA,1438,353,43746.0
7,2020,PHA,1659,418,44294.0
8,2020,PHA,1605,400,44294.0
9,2020,PHA,1539,421,44294.0
10,2020,PHA,1136,515,47192.0
11,2020,PHA,805,321,47192.0
12,2020,PHA,948,354,47192.0
1,2020,PLK,218,163,33362.0
2,2020,PLK,230,118,33362.0
3,2020,PLK,172,122,33362.0
4,2020,PLK,175,106,33193.0
5,2020,PLK,188,103,33193.0
6,2020,PLK,195,111,33193.0
7,2020,PLK,244,138,35015.0
8,2020,PLK,244,138,35015.0
9,2020,PLK,260,90,35015.0
10,2020,PLK,147,97,38258.0
11,2020,PLK,116,90,38258.0
12,2020,PLK,143,94,38258.0
1,2020,STC,410,313,34998.0
2,2020,STC,340,275,34998.0
3,2020,STC,277,276,34998.0
4,2020,STC,338,224,36780.0
5,2020,STC,347,207,36780.0
6,2020,STC,406,248,36780.0
7,2020,STC,465,237,36335.0
8,2020,STC,433,219,36335.0
9,2020,STC,426,254,36335.0
10,2020,STC,275,228,39563.0
11,2020,STC,286,239,39563.0
12,2020,STC,264,221,39563.0
1,2020,ULK,414,202,32013.0
2,2020,ULK,398,162,32013.0
3,2020,ULK,264,140,32013.0
4,2020,ULK,306,171,32505.0
5,2020,ULK,306,118,32505.0
6,2020,ULK,306,155,32505.0
7,2020,ULK,346,139,33670.0
8,2020,ULK,392,150,33670.0
9,2020,ULK,304,142,33670.0
10,2020,ULK,186,148,36795.0
11,2020,ULK,132,124,36795.0
12,2020,ULK,144,134,36795.0
1,2020,VYS,73,33,31605.0
2,2020,VYS,80,33,31605.0
3,2020,VYS,60,39,31605.0
4,2020,VYS,66,48,31436.0
5,2020,VYS,68,24,31436.0
6,2020,VYS,66,36,31436.0
7,2020,VYS,74,36,33312.0
8,2020,VYS,76,48,33312.0
9,2020,VYS,73,33,33312.0
10,2020,VYS,36,40,36089.0
11,2020,VYS,47,34,36089.0
12,2020,VYS,40,33,36089.0
1,2020,ZLK,140,72,30310.0
2,2020,ZLK,85,46,30310.0
3,2020,ZLK,90,46,30310.0
4,2020,ZLK,73,31,30245.0
5,2020,ZLK,71,28,30245.0
6,2020,ZLK,86,40,30245.0
7,2020,ZLK,110,53,31806.0
8,2020,ZLK,121,56,31806.0
9,2020,ZLK,72,36,31806.0
10,2020,ZLK,61,25,34713.0
11,2020,ZLK,38,22,34713.0
12,2020,ZLK,34,29,34713.0
1,2021,HKK,60,63,33032.0
2,2021,HKK,23,42,33032.0
3,2021,HKK,53,32,33032.0
4,2021,HKK,53,55,37417.0
5,2021,HKK,55,75,37417.0
6,2021,HKK,58,44,37417.0
7,2021,HKK,61,55,35487.0
8,2021,HKK,63,46,35487.0
9,2021,HKK,78,48,35487.0
10,2021,HKK,68,48,38240.0
11,2021,HKK,66,57,38240.0
12,2021,HKK,39,47,38240.0
1,2021,JHC,55,59,32213.0
2,2021,JHC,82,57,32213.0
3,2021,JHC,75,68,32213.0
4,2021,JHC,70,75,35451.0
5,2021,JHC,76,91,35451.0
6,2021,JHC,105,84,35451.0
7,2021,JHC,108,72,34841.0
8,2021,JHC,104,92,34841.0
9,2021,JHC,106,88,34841.0
10,2021,JHC,90,80,37523.0
11,2021,JHC,100,93,37523.0
12,2021,JHC,73,72,37523.0
1,2021,JHM,154,245,34989.0
2,2021,JHM,138,165,34989.0
3,2021,JHM,137,193,34989.0
4,2021,JHM,153,245,37636.0
5,2021,JHM,221,228,37636.0
6,2021,JHM,232,234,37636.0
7,2021,JHM,298,251,37248.0
8,2021,JHM,316,354,37248.0
9,2021,JHM,282,347,37248.0
10,2021,JHM,252,383,40176.0
11,2021,JHM,244,372,40176.0
12,2021,JHM,196,279,40176.0
1,2021,KVK,46,39,30189.0
2,2021,KVK,34,41,30189.0
3,2021,KVK,56,55,30189.0
4,2021,KVK,47,27,33666.0
5,2021,KVK,36,34,33666.0
6,2021,KVK,52,32,33666.0
7,2021,KVK,50,47,33300.0
8,2021,KVK,78,63,33300.0
9,2021,KVK,69,69,33300.0
10,2021,KVK,66,67,35666.0
11,2021,KVK,67,75,35666.0
12,2021,KVK,32,50,35666.0
1,2021,LBK,48,72,31956.0
2,2021,LBK,35,72,31956.0
3,2021,LBK,72,55,31956.0
4,2021,LBK,55,77,35126.0
5,2021,LBK,69,80,35126.0
6,2021,LBK,63,75,35126.0
7,2021,LBK,101,79,34398.0
8,2021,LBK,102,84,34398.0
9,2021,LBK,87,70,34398.0
10,2021,LBK,105,77,36963.0
11,2021,LBK,103,97,36963.0
12,2021,LBK,89,100,36963.0
1,2021,MSK,200,333,32232.0
2,2021,MSK,168,216,32232.0
3,2021,MSK,169,234,32232.0
4,2021,MSK,215,265,35325.0
5,2021,MSK,210,270,35325.0
6,2021,MSK,345,314,35325.0
7,2021,MSK,392,314,34523.0
8,2021,MSK,418,388,34523.0
9,2021,MSK,446,378,34523.0
10,2021,MSK,370,340,37034.0
11,2021,MSK,343,344,37034.0
12,2021,MSK,221,290,37034.0
1,2021,OLK,91,101,32035.0
2,2021,OLK,65,64,32035.0
3,2021,OLK,65,44,32035.0
4,2021,OLK,55,60,35273.0
5,2021,OLK,126,89,35273.0
6,2021,OLK,99,87,35273.0
7,2021,OLK,142,88,34930.0
8,2021,OLK,142,94,34930.0
9,2021,OLK,105,59,34930.0
10,2021,OLK,126,61,37262.0
11,2021,OLK,96,78,37262.0
12,2021,OLK,76,68,37262.0
1,2021,PAK,62,66,31554.0
2,2021,PAK,35,35,31554.0
3,2021,PAK,42,66,31554.0
4,2021,PAK,60,77,34721.0
5,2021,PAK,44,57,34721.0
6,2021,PAK,60,48,34721.0
7,2021,PAK,68,46,34385.0
8,2021,PAK,84,57,34385.0
9,2021,PAK,58,41,34385.0
10,2021,PAK,60,32,37286.0
11,2021,PAK,41,31,37286.0
12,2021,PAK,30,31,37286.0
1,2021,PHA,374,826,45960.0
2,2021,PHA,361,705,45960.0
3,2021,PHA,359,818,45960.0
4,2021,PHA,395,796,47420.0
5,2021,PHA,523,809,47420.0
6,2021,PHA,740,826,47420.0
7,2021,PHA,895,890,46468.0
8,2021,PHA,943,1029,46468.0
9,2021,PHA,950,902,46468.0
10,2021,PHA,903,840,49315.0
11,2021,PHA,749,776,49315.0
12,2021,PHA,669,720,49315.0
1,2021,PLK,91,134,34001.0
2,2021,PLK,77,149,34001.0
3,2021,PLK,83,155,34001.0
4,2021,PLK,69,145,37281.0
5,2021,PLK,127,184,37281.0
6,2021,PLK,149,169,37281.0
7,2021,PLK,116,146,36670.0
8,2021,PLK,137,136,36670.0
9,2021,PLK,110,124,36670.0
10,2021,PLK,113,134,39421.0
11,2021,PLK,101,155,39421.0
12,2021,PLK,129,144,39421.0
1,2021,STC,197,301,35578.0
2,2021,STC,163,290,35578.0
3,2021,STC,150,274,35578.0
4,2021,STC,199,321,40225.0
5,2021,STC,217,343,40225.0
6,2021,STC,239,337,40225.0
7,2021,STC,282,392,38005.0
8,2021,STC,279,349,38005.0
9,2021,STC,271,343,38005.0
10,2021,STC,252,364,40765.0
11,2021,STC,266,375,40765.0
12,2021,STC,212,317,40765.0
1,2021,ULK,180,220,32981.0
2,2021,ULK,170,145,32981.0
3,2021,ULK,146,199,32981.0
4,2021,ULK,146,198,36329.0
5,2021,ULK,161,187,36329.0
6,2021,ULK,235,183,36329.0
7,2021,ULK,249,233,35172.0
8,2021,ULK,261,240,35172.0
9,2021,ULK,279,277,35172.0
10,2021,ULK,227,222,37493.0
11,2021,ULK,201,209,37493.0
12,2021,ULK,131,220,37493.0
1,2021,VYS,59,40,32937.0
2,2021,VYS,22,27,32937.0
3,2021,VYS,38,28,32937.0
4,2021,VYS,34,22,35675.0
5,2021,VYS,51,41,35675.0
6,2021,VYS,49,40,35675.0
7,2021,VYS,54,44,35230.0
8,2021,VYS,37,73,35230.0
9,2021,VYS,56,45,35230.0
10,2021,VYS,26,60,37616.0
11,2021,VYS,45,48,37616.0
12,2021,VYS,28,40,37616.0
1,2021,ZLK,47,31,31515.0
2,2021,ZLK,49,30,31515.0
3,2021,ZLK,24,28,31515.0
4,2021,ZLK,52,31,34471.0
5,2021,ZLK,40,36,34471.0
6,2021,ZLK,35,38,34471.0
7,2021,ZLK,56,32,34348.0
8,2021,ZLK,77,40,34348.0
9,2021,ZLK,47,43,34348.0
10,2021,ZLK,67,48,37129.0
11,2021,ZLK,59,41,37129.0
12,2021,ZLK,26,49,37129.0
1,2022,HKK,62,61,34689.0
2,2022,HKK,77,63,34689.0
3,2022,HKK,60,53,34689.0
4,2022,HKK,58,56,38368.0
5,2022,HKK,64,66,38368.0
6,2022,HKK,66,67,38368.0
7,2022,HKK,79,65,36968.0
8,2022,HKK,90,88,36968.0
9,2022,HKK,102,59,36968.0
10,2022,HKK,91,60,40625.0
11,2022,HKK,123,43,40625.0
12,2022,HKK,52,51,40625.0
1,2022,JHC,120,91,33998.0
2,2022,JHC,90,86,33998.0
3,2022,JHC,113,71,33998.0
4,2022,JHC,110,90,36381.0
5,2022,JHC,107,107,36381.0
6,2022,JHC,121,108,36381.0
7,2022,JHC,137,126,36408.0
8,2022,JHC,149,132,36408.0
9,2022,JHC,115,88,36408.0
10,2022,JHC,134,112,40251.0
11,2022,JHC,104,96,40251.0
12,2022,JHC,65,93,40251.0
1,2022,JHM,256,361,37027.0
2,2022,JHM,255,335,37027.0
3,2022,JHM,224,327,37027.0
4,2022,JHM,220,346,38894.0
5,2022,JHM,256,290,38894.0
6,2022,JHM,299,273,38894.0
7,2022,JHM,268,286,39167.0
8,2022,JHM,306,313,39167.0
9,2022,JHM,262,341,39167.0
10,2022,JHM,274,419,42944.0
11,2022,JHM,323,300,42944.0
12,2022,JHM,316,238,42944.0
1,2022,KVK,63,82,32424.0
2,2022,KVK,46,63,32424.0
3,2022,KVK,54,63,32424.0
4,2022,KVK,55,57,34577.0
5,2022,KVK,56,66,34577.0
6,2022,KVK,64,68,34577.0
7,2022,KVK,74,73,34866.0
8,2022,KVK,80,88,34866.0
9,2022,KVK,72,109,34866.0
10,2022,KVK,70,86,37757.0
11,2022,KVK,73,101,37757.0
12,2022,KVK,46,90,37757.0
1,2022,LBK,107,90,33745.0
2,2022,LBK,65,107,33745.0
3,2022,LBK,129,116,33745.0
4,2022,LBK,111,108,36237.0
5,2022,LBK,176,127,36237.0
6,2022,LBK,114,121,36237.0
7,2022,LBK,141,124,36290.0
8,2022,LBK,150,136,36290.0
9,2022,LBK,134,111,36290.0
10,2022,LBK,157,166,39207.0
11,2022,LBK,131,162,39207.0
12,2022,LBK,123,132,39207.0
1,2022,MSK,416,373,34019.0
2,2022,MSK,351,331,34019.0
3,2022,MSK,394,411,34019.0
4,2022,MSK,393,397,36253.0
5,2022,MSK,443,342,36253.0
6,2022,MSK,444,330,36253.0
7,2022,MSK,427,336,36610.0
8,2022,MSK,441,356,36610.0
9,2022,MSK,427,390,36610.0
10,2022,MSK,429,405,39524.0
11,2022,MSK,363,429,39524.0
12,2022,MSK,247,375,39524.0
1,2022,OLK,149,59,33712.0
2,2022,OLK,99,63,33712.0
3,2022,OLK,108,94,33712.0
4,2022,OLK,113,85,35978.0
5,2022,OLK,121,102,35978.0
6,2022,OLK,111,81,35978.0
7,2022,OLK,129,107,36444.0
8,2022,OLK,130,100,36444.0
9,2022,OLK,95,96,36444.0
10,2022,OLK,150,95,39475.0
11,2022,OLK,150,100,39475.0
12,2022,OLK,96,113,39475.0
1,2022,PAK,66,40,33321.0
2,2022,PAK,58,45,33321.0
3,2022,PAK,60,49,33321.0
4,2022,PAK,69,43,35416.0
5,2022,PAK,72,40,35416.0
6,2022,PAK,62,61,35416.0
7,2022,PAK,72,35,35722.0
8,2022,PAK,75,62,35722.0
9,2022,PAK,77,70,35722.0
10,2022,PAK,76,68,39324.0
11,2022,PAK,60,42,39324.0
12,2022,PAK,19,48,39324.0
1,2022,PHA,746,737,49273.0
2,2022,PHA,647,672,49273.0
3,2022,PHA,804,701,49273.0
4,2022,PHA,795,793,49639.0
5,2022,PHA,890,804,49639.0
6,2022,PHA,865,760,49639.0
7,2022,PHA,975,824,49031.0
8,2022,PHA,1003,743,49031.0
9,2022,PHA,894,695,49031.0
10,2022,PHA,927,805,52196.0
11,2022,PHA,871,738,52196.0
12,2022,PHA,865,748,52196.0
1,2022,PLK,157,164,35862.0
2,2022,PLK,132,168,35862.0
3,2022,PLK,147,161,35862.0
4,2022,PLK,139,192,37968.0
5,2022,PLK,142,205,37968.0
6,2022,PLK,164,208,37968.0
7,2022,PLK,204,216,38290.0
8,2022,PLK,173,167,38290.0
9,2022,PLK,142,158,38290.0
10,2022,PLK,172,193,41545.0
11,2022,PLK,159,180,41545.0
12,2022,PLK,109,186,41545.0
1,2022,STC,238,323,37707.0
2,2022,STC,228,334,37707.0
3,2022,STC,216,350,37707.0
4,2022,STC,222,326,41911.0
5,2022,STC,336,346,41911.0
6,2022,STC,262,304,41911.0
7,2022,STC,274,363,39839.0
8,2022,STC,289,371,39839.0
9,2022,STC,274,310,39839.0
10,2022,STC,242,370,43744.0
11,2022,STC,266,331,43744.0
12,2022,STC,229,416,43744.0
1,2022,ULK,288,243,34696.0
2,2022,ULK,238,232,34696.0
3,2022,ULK,264,239,34696.0
4,2022,ULK,229,237,36569.0
5,2022,ULK,265,223,36569.0
6,2022,ULK,219,220,36569.0
7,2022,ULK,268,217,36731.0
8,2022,ULK,278,244,36731.0
9,2022,ULK,250,227,36731.0
10,2022,ULK,223,222,40152.0
11,2022,ULK,239,233,40152.0
12,2022,ULK,146,218,40152.0
1,2022,VYS,63,47,34566.0
2,2022,VYS,45,48,34566.0
3,2022,VYS,51,64,34566.0
4,2022,VYS,49,62,36551.0
5,2022,VYS,47,36,36551.0
6,2022,VYS,65,32,36551.0
7,2022,VYS,62,72,36588.0
8,2022,VYS,88,53,36588.0
9,2022,VYS,60,57,36588.0
10,2022,VYS,51,50,40060.0
11,2022,VYS,62,59,40060.0
12,2022,VYS,22,48,40060.0
1,2022,ZLK,72,47,33418.0
2,2022,ZLK,62,46,33418.0
3,2022,ZLK,45,53,33418.0
4,2022,ZLK,62,51,36059.0
5,2022,ZLK,69,56,36059.0
6,2022,ZLK,71,57,36059.0
7,2022,ZLK,91,50,36114.0
8,2022,ZLK,73,59,36114.0
9,2022,ZLK,65,52,36114.0
10,2022,ZLK,79,63,39704.0
11,2022,ZLK,70,59,39704.0
12,2022,ZLK,44,32,39704.0
1,2023,HKK,109,50,37563.0
2,2023,HKK,70,49,37563.0
3,2023,HKK,120,53,37563.0
4,2023,HKK,102,77,41528.0
5,2023,HKK,116,77,41528.0
6,2023,HKK,85,74,41528.0
7,2023,HKK,105,64,39687.0
8,2023,HKK,102,53,39687.0
9,2023,HKK,85,62,39687.0
10,2023,HKK,120,82,
1,2023,JHC,142,116,37428.0
2,2023,JHC,87,118,37428.0
3,2023,JHC,117,111,37428.0
4,2023,JHC,94,97,39343.0
5,2023,JHC,125,87,39343.0
6,2023,JHC,129,86,39343.0
7,2023,JHC,121,92,39083.0
8,2023,JHC,123,97,39083.0
9,2023,JHC,93,78,39083.0
10,2023,JHC,102,94,
1,2023,JHM,363,294,40182.0
2,2023,JHM,268,232,40182.0
3,2023,JHM,291,224,40182.0
4,2023,JHM,255,243,41951.0
5,2023,JHM,306,265,41951.0
6,2023,JHM,356,208,41951.0
7,2023,JHM,347,221,41812.0
8,2023,JHM,345,250,41812.0
9,2023,JHM,298,220,41812.0
10,2023,JHM,304,215,
1,2023,KVK,112,95,35033.0
2,2023,KVK,72,65,35033.0
3,2023,KVK,69,65,35033.0
4,2023,KVK,70,62,37133.0
5,2023,KVK,74,71,37133.0
6,2023,KVK,65,68,37133.0
7,2023,KVK,106,96,37164.0
8,2023,KVK,80,94,37164.0
9,2023,KVK,98,69,37164.0
10,2023,KVK,93,65,
1,2023,LBK,170,129,36727.0
2,2023,LBK,90,82,36727.0
3,2023,LBK,140,138,36727.0
4,2023,LBK,96,118,39236.0
5,2023,LBK,137,113,39236.0
6,2023,LBK,89,113,39236.0
7,2023,LBK,126,101,38769.0
8,2023,LBK,122,104,38769.0
9,2023,LBK,84,85,38769.0
10,2023,LBK,84,89,
1,2023,MSK,505,426,37128.0
2,2023,MSK,352,372,37128.0
3,2023,MSK,404,391,37128.0
4,2023,MSK,403,353,39163.0
5,2023,MSK,426,429,39163.0
6,2023,MSK,406,320,39163.0
7,2023,MSK,352,347,38957.0
8,2023,MSK,407,384,38957.0
9,2023,MSK,408,288,38957.0
10,2023,MSK,353,277,
1,2023,OLK,134,133,36439.0
2,2023,OLK,144,78,36439.0
3,2023,OLK,157,106,36439.0
4,2023,OLK,123,85,38519.0
5,2023,OLK,120,79,38519.0
6,2023,OLK,139,81,38519.0
7,2023,OLK,105,66,39233.0
8,2023,OLK,164,65,39233.0
9,2023,OLK,143,64,39233.0
10,2023,OLK,144,58,
1,2023,PAK,78,52,36297.0
2,2023,PAK,63,42,36297.0
3,2023,PAK,58,40,36297.0
4,2023,PAK,62,32,38324.0
5,2023,PAK,62,25,38324.0
6,2023,PAK,53,19,38324.0
7,2023,PAK,64,36,38211.0
8,2023,PAK,94,37,38211.0
9,2023,PAK,66,41,38211.0
10,2023,PAK,72,38,
1,2023,PHA,849,910,52985.0
2,2023,PHA,765,797,52985.0
3,2023,PHA,841,770,52985.0
4,2023,PHA,734,789,53070.0
5,2023,PHA,871,803,53070.0
6,2023,PHA,916,854,53070.0
7,2023,PHA,997,814,51925.0
8,2023,PHA,999,690,51925.0
9,2023,PHA,902,707,51925.0
10,2023,PHA,890,759,
1,2023,PLK,161,218,38827.0
2,2023,PLK,122,113,38827.0
3,2023,PLK,153,155,38827.0
4,2023,PLK,126,152,41034.0
5,2023,PLK,157,141,41034.0
6,2023,PLK,101,98,41034.0
7,2023,PLK,138,98,41220.0
8,2023,PLK,140,135,41220.0
9,2023,PLK,145,130,41220.0
10,2023,PLK,155,125,
1,2023,STC,281,470,40814.0
2,2023,STC,248,414,40814.0
3,2023,STC,259,402,40814.0
4,2023,STC,233,403,45588.0
5,2023,STC,293,363,45588.0
6,2023,STC,255,285,45588.0
7,2023,STC,272,270,42990.0
8,2023,STC,272,296,42990.0
9,2023,STC,262,254,42990.0
10,2023,STC,221,283,
1,2023,ULK,329,230,37962.0
2,2023,ULK,267,220,37962.0
3,2023,ULK,254,199,37962.0
4,2023,ULK,219,212,39644.0
5,2023,ULK,212,199,39644.0
6,2023,ULK,183,180,39644.0
7,2023,ULK,239,203,39664.0
8,2023,ULK,229,184,39664.0
9,2023,ULK,243,200,39664.0
10,2023,ULK,219,213,
1,2023,VYS,68,34,37714.0
2,2023,VYS,75,43,37714.0
3,2023,VYS,63,47,37714.0
4,2023,VYS,85,43,39409.0
5,2023,VYS,47,46,39409.0
6,2023,VYS,70,30,39409.0
7,2023,VYS,47,57,39315.0
8,2023,VYS,80,44,39315.0
9,2023,VYS,62,39,39315.0
10,2023,VYS,77,49,
1,2023,ZLK,136,64,36658.0
2,2023,ZLK,74,48,36658.0
3,2023,ZLK,85,67,36658.0
4,2023,ZLK,71,42,39080.0
5,2023,ZLK,71,50,39080.0
6,2023,ZLK,68,51,39080.0
7,2023,ZLK,95,48,38596.0
8,2023,ZLK,106,30,38596.0
9,2023,ZLK,67,57,38596.0
10,2023,ZLK,93,35,
