month,year,kraj,avg_monthly_salary
1,2000,HKK,10963
2,2000,HKK,10963
3,2000,HKK,10963
4,2000,HKK,12169
5,2000,HKK,12169
6,2000,HKK,12169
7,2000,HKK,12024
8,2000,HKK,12024
9,2000,HKK,12024
10,2000,HKK,13511
11,2000,HKK,13511
12,2000,HKK,13511
1,2000,JHC,11058
2,2000,JHC,11058
3,2000,JHC,11058
4,2000,JHC,12302
5,2000,JHC,12302
6,2000,JHC,12302
7,2000,JHC,12100
8,2000,JHC,12100
9,2000,JHC,12100
10,2000,JHC,13698
11,2000,JHC,13698
12,2000,JHC,13698
1,2000,JHM,11205
2,2000,JHM,11205
3,2000,JHM,11205
4,2000,JHM,12331
5,2000,JHM,12331
6,2000,JHM,12331
7,2000,JHM,12172
8,2000,JHM,12172
9,2000,JHM,12172
10,2000,JHM,13765
11,2000,JHM,13765
12,2000,JHM,13765
1,2000,KVK,10710
2,2000,KVK,10710
3,2000,KVK,10710
4,2000,KVK,11827
5,2000,KVK,11827
6,2000,KVK,11827
7,2000,KVK,11644
8,2000,KVK,11644
9,2000,KVK,11644
10,2000,KVK,13248
11,2000,KVK,13248
12,2000,KVK,13248
1,2000,LBK,11084
2,2000,LBK,11084
3,2000,LBK,11084
4,2000,LBK,12211
5,2000,LBK,12211
6,2000,LBK,12211
7,2000,LBK,12011
8,2000,LBK,12011
9,2000,LBK,12011
10,2000,LBK,13399
11,2000,LBK,13399
12,2000,LBK,13399
1,2000,MSK,11387
2,2000,MSK,11387
3,2000,MSK,11387
4,2000,MSK,12637
5,2000,MSK,12637
6,2000,MSK,12637
7,2000,MSK,12468
8,2000,MSK,12468
9,2000,MSK,12468
10,2000,MSK,14132
11,2000,MSK,14132
12,2000,MSK,14132
1,2000,OLK,10619
2,2000,OLK,10619
3,2000,OLK,10619
4,2000,OLK,11692
5,2000,OLK,11692
6,2000,OLK,11692
7,2000,OLK,11614
8,2000,OLK,11614
9,2000,OLK,11614
10,2000,OLK,13027
11,2000,OLK,13027
12,2000,OLK,13027
1,2000,PAK,10780
2,2000,PAK,10780
3,2000,PAK,10780
4,2000,PAK,11868
5,2000,PAK,11868
6,2000,PAK,11868
7,2000,PAK,11711
8,2000,PAK,11711
9,2000,PAK,11711
10,2000,PAK,13095
11,2000,PAK,13095
12,2000,PAK,13095
1,2000,PHA,15700
2,2000,PHA,15700
3,2000,PHA,15700
4,2000,PHA,17457
5,2000,PHA,17457
6,2000,PHA,17457
7,2000,PHA,16891
8,2000,PHA,16891
9,2000,PHA,16891
10,2000,PHA,19602
11,2000,PHA,19602
12,2000,PHA,19602
1,2000,PLK,11421
2,2000,PLK,11421
3,2000,PLK,11421
4,2000,PLK,12570
5,2000,PLK,12570
6,2000,PLK,12570
7,2000,PLK,12399
8,2000,PLK,12399
9,2000,PLK,12399
10,2000,PLK,14025
11,2000,PLK,14025
12,2000,PLK,14025
1,2000,STC,11740
2,2000,STC,11740
3,2000,STC,11740
4,2000,STC,12982
5,2000,STC,12982
6,2000,STC,12982
7,2000,STC,12640
8,2000,STC,12640
9,2000,STC,12640
10,2000,STC,14249
11,2000,STC,14249
12,2000,STC,14249
1,2000,ULK,11211
2,2000,ULK,11211
3,2000,ULK,11211
4,2000,ULK,12445
5,2000,ULK,12445
6,2000,ULK,12445
7,2000,ULK,12173
8,2000,ULK,12173
9,2000,ULK,12173
10,2000,ULK,13717
11,2000,ULK,13717
12,2000,ULK,13717
1,2000,VYS,10429
2,2000,VYS,10429
3,2000,VYS,10429
4,2000,VYS,11688
5,2000,VYS,11688
6,2000,VYS,11688
7,2000,VYS,11540
8,2000,VYS,11540
9,2000,VYS,11540
10,2000,VYS,12930
11,2000,VYS,12930
12,2000,VYS,12930
1,2000,ZLK,10746
2,2000,ZLK,10746
3,2000,ZLK,10746
4,2000,ZLK,11929
5,2000,ZLK,11929
6,2000,ZLK,11929
7,2000,ZLK,11810
8,2000,ZLK,11810
9,2000,ZLK,11810
10,2000,ZLK,13190
11,2000,ZLK,13190
12,2000,ZLK,13190
1,2001,HKK,12153
2,2001,HKK,12153
3,2001,HKK,12153
4,2001,HKK,13490
5,2001,HKK,13490
6,2001,HKK,13490
7,2001,HKK,13239
8,2001,HKK,13239
9,2001,HKK,13239
10,2001,HKK,14708
11,2001,HKK,14708
12,2001,HKK,14708
1,2001,JHC,12058
2,2001,JHC,12058
3,2001,JHC,12058
4,2001,JHC,13415
5,2001,JHC,13415
6,2001,JHC,13415
7,2001,JHC,13068
8,2001,JHC,13068
9,2001,JHC,13068
10,2001,JHC,14828
11,2001,JHC,14828
12,2001,JHC,14828
1,2001,JHM,12343
2,2001,JHM,12343
3,2001,JHM,12343
4,2001,JHM,13553
5,2001,JHM,13553
6,2001,JHM,13553
7,2001,JHM,13372
8,2001,JHM,13372
9,2001,JHM,13372
10,2001,JHM,15082
11,2001,JHM,15082
12,2001,JHM,15082
1,2001,KVK,11630
2,2001,KVK,11630
3,2001,KVK,11630
4,2001,KVK,12774
5,2001,KVK,12774
6,2001,KVK,12774
7,2001,KVK,12643
8,2001,KVK,12643
9,2001,KVK,12643
10,2001,KVK,14244
11,2001,KVK,14244
12,2001,KVK,14244
1,2001,LBK,12179
2,2001,LBK,12179
3,2001,LBK,12179
4,2001,LBK,13204
5,2001,LBK,13204
6,2001,LBK,13204
7,2001,LBK,13043
8,2001,LBK,13043
9,2001,LBK,13043
10,2001,LBK,14432
11,2001,LBK,14432
12,2001,LBK,14432
1,2001,MSK,12582
2,2001,MSK,12582
3,2001,MSK,12582
4,2001,MSK,13988
5,2001,MSK,13988
6,2001,MSK,13988
7,2001,MSK,13660
8,2001,MSK,13660
9,2001,MSK,13660
10,2001,MSK,15353
11,2001,MSK,15353
12,2001,MSK,15353
1,2001,OLK,11627
2,2001,OLK,11627
3,2001,OLK,11627
4,2001,OLK,12790
5,2001,OLK,12790
6,2001,OLK,12790
7,2001,OLK,12711
8,2001,OLK,12711
9,2001,OLK,12711
10,2001,OLK,14211
11,2001,OLK,14211
12,2001,OLK,14211
1,2001,PAK,11707
2,2001,PAK,11707
3,2001,PAK,11707
4,2001,PAK,12947
5,2001,PAK,12947
6,2001,PAK,12947
7,2001,PAK,12857
8,2001,PAK,12857
9,2001,PAK,12857
10,2001,PAK,14278
11,2001,PAK,14278
12,2001,PAK,14278
1,2001,PHA,17411
2,2001,PHA,17411
3,2001,PHA,17411
4,2001,PHA,19103
5,2001,PHA,19103
6,2001,PHA,19103
7,2001,PHA,18713
8,2001,PHA,18713
9,2001,PHA,18713
10,2001,PHA,21437
11,2001,PHA,21437
12,2001,PHA,21437
1,2001,PLK,12645
2,2001,PLK,12645
3,2001,PLK,12645
4,2001,PLK,13994
5,2001,PLK,13994
6,2001,PLK,13994
7,2001,PLK,13707
8,2001,PLK,13707
9,2001,PLK,13707
10,2001,PLK,15354
11,2001,PLK,15354
12,2001,PLK,15354
1,2001,STC,12699
2,2001,STC,12699
3,2001,STC,12699
4,2001,STC,14035
5,2001,STC,14035
6,2001,STC,14035
7,2001,STC,13730
8,2001,STC,13730
9,2001,STC,13730
10,2001,STC,15329
11,2001,STC,15329
12,2001,STC,15329
1,2001,ULK,12310
2,2001,ULK,12310
3,2001,ULK,12310
4,2001,ULK,13604
5,2001,ULK,13604
6,2001,ULK,13604
7,2001,ULK,13184
8,2001,ULK,13184
9,2001,ULK,13184
10,2001,ULK,14886
11,2001,ULK,14886
12,2001,ULK,14886
1,2001,VYS,11561
2,2001,VYS,11561
3,2001,VYS,11561
4,2001,VYS,12832
5,2001,VYS,12832
6,2001,VYS,12832
7,2001,VYS,12690
8,2001,VYS,12690
9,2001,VYS,12690
10,2001,VYS,14125
11,2001,VYS,14125
12,2001,VYS,14125
1,2001,ZLK,11810
2,2001,ZLK,11810
3,2001,ZLK,11810
4,2001,ZLK,12993
5,2001,ZLK,12993
6,2001,ZLK,12993
7,2001,ZLK,12802
8,2001,ZLK,12802
9,2001,ZLK,12802
10,2001,ZLK,14214
11,2001,ZLK,14214
12,2001,ZLK,14214
1,2002,HKK,12927
2,2002,HKK,12927
3,2002,HKK,12927
4,2002,HKK,14363
5,2002,HKK,14363
6,2002,HKK,14363
7,2002,HKK,14051
8,2002,HKK,14051
9,2002,HKK,14051
10,2002,HKK,15540
11,2002,HKK,15540
12,2002,HKK,15540
1,2002,JHC,12937
2,2002,JHC,12937
3,2002,JHC,12937
4,2002,JHC,14554
5,2002,JHC,14554
6,2002,JHC,14554
7,2002,JHC,14165
8,2002,JHC,14165
9,2002,JHC,14165
10,2002,JHC,16031
11,2002,JHC,16031
12,2002,JHC,16031
1,2002,JHM,13210
2,2002,JHM,13210
3,2002,JHM,13210
4,2002,JHM,14666
5,2002,JHM,14666
6,2002,JHM,14666
7,2002,JHM,14386
8,2002,JHM,14386
9,2002,JHM,14386
10,2002,JHM,16264
11,2002,JHM,16264
12,2002,JHM,16264
1,2002,KVK,12643
2,2002,KVK,12643
3,2002,KVK,12643
4,2002,KVK,13964
5,2002,KVK,13964
6,2002,KVK,13964
7,2002,KVK,13700
8,2002,KVK,13700
9,2002,KVK,13700
10,2002,KVK,15296
11,2002,KVK,15296
12,2002,KVK,15296
1,2002,LBK,12924
2,2002,LBK,12924
3,2002,LBK,12924
4,2002,LBK,14069
5,2002,LBK,14069
6,2002,LBK,14069
7,2002,LBK,14031
8,2002,LBK,14031
9,2002,LBK,14031
10,2002,LBK,15433
11,2002,LBK,15433
12,2002,LBK,15433
1,2002,MSK,13417
2,2002,MSK,13417
3,2002,MSK,13417
4,2002,MSK,15020
5,2002,MSK,15020
6,2002,MSK,15020
7,2002,MSK,14592
8,2002,MSK,14592
9,2002,MSK,14592
10,2002,MSK,16446
11,2002,MSK,16446
12,2002,MSK,16446
1,2002,OLK,12446
2,2002,OLK,12446
3,2002,OLK,12446
4,2002,OLK,13877
5,2002,OLK,13877
6,2002,OLK,13877
7,2002,OLK,13685
8,2002,OLK,13685
9,2002,OLK,13685
10,2002,OLK,15315
11,2002,OLK,15315
12,2002,OLK,15315
1,2002,PAK,12577
2,2002,PAK,12577
3,2002,PAK,12577
4,2002,PAK,13815
5,2002,PAK,13815
6,2002,PAK,13815
7,2002,PAK,13742
8,2002,PAK,13742
9,2002,PAK,13742
10,2002,PAK,15363
11,2002,PAK,15363
12,2002,PAK,15363
1,2002,PHA,19022
2,2002,PHA,19022
3,2002,PHA,19022
4,2002,PHA,20862
5,2002,PHA,20862
6,2002,PHA,20862
7,2002,PHA,20321
8,2002,PHA,20321
9,2002,PHA,20321
10,2002,PHA,23028
11,2002,PHA,23028
12,2002,PHA,23028
1,2002,PLK,13380
2,2002,PLK,13380
3,2002,PLK,13380
4,2002,PLK,14978
5,2002,PLK,14978
6,2002,PLK,14978
7,2002,PLK,14594
8,2002,PLK,14594
9,2002,PLK,14594
10,2002,PLK,16327
11,2002,PLK,16327
12,2002,PLK,16327
1,2002,STC,13839
2,2002,STC,13839
3,2002,STC,13839
4,2002,STC,15282
5,2002,STC,15282
6,2002,STC,15282
7,2002,STC,14949
8,2002,STC,14949
9,2002,STC,14949
10,2002,STC,16637
11,2002,STC,16637
12,2002,STC,16637
1,2002,ULK,13176
2,2002,ULK,13176
3,2002,ULK,13176
4,2002,ULK,14685
5,2002,ULK,14685
6,2002,ULK,14685
7,2002,ULK,14280
8,2002,ULK,14280
9,2002,ULK,14280
10,2002,ULK,15967
11,2002,ULK,15967
12,2002,ULK,15967
1,2002,VYS,12525
2,2002,VYS,12525
3,2002,VYS,12525
4,2002,VYS,13880
5,2002,VYS,13880
6,2002,VYS,13880
7,2002,VYS,13709
8,2002,VYS,13709
9,2002,VYS,13709
10,2002,VYS,15042
11,2002,VYS,15042
12,2002,VYS,15042
1,2002,ZLK,12618
2,2002,ZLK,12618
3,2002,ZLK,12618
4,2002,ZLK,13969
5,2002,ZLK,13969
6,2002,ZLK,13969
7,2002,ZLK,13853
8,2002,ZLK,13853
9,2002,ZLK,13853
10,2002,ZLK,15308
11,2002,ZLK,15308
12,2002,ZLK,15308
1,2003,HKK,13748
2,2003,HKK,13748
3,2003,HKK,13748
4,2003,HKK,15159
5,2003,HKK,15159
6,2003,HKK,15159
7,2003,HKK,14817
8,2003,HKK,14817
9,2003,HKK,14817
10,2003,HKK,16489
11,2003,HKK,16489
12,2003,HKK,16489
1,2003,JHC,13649
2,2003,JHC,13649
3,2003,JHC,13649
4,2003,JHC,15266
5,2003,JHC,15266
6,2003,JHC,15266
7,2003,JHC,14779
8,2003,JHC,14779
9,2003,JHC,14779
10,2003,JHC,16737
11,2003,JHC,16737
12,2003,JHC,16737
1,2003,JHM,14070
2,2003,JHM,14070
3,2003,JHM,14070
4,2003,JHM,15639
5,2003,JHM,15639
6,2003,JHM,15639
7,2003,JHM,15233
8,2003,JHM,15233
9,2003,JHM,15233
10,2003,JHM,17213
11,2003,JHM,17213
12,2003,JHM,17213
1,2003,KVK,13312
2,2003,KVK,13312
3,2003,KVK,13312
4,2003,KVK,14545
5,2003,KVK,14545
6,2003,KVK,14545
7,2003,KVK,14333
8,2003,KVK,14333
9,2003,KVK,14333
10,2003,KVK,16060
11,2003,KVK,16060
12,2003,KVK,16060
1,2003,LBK,13823
2,2003,LBK,13823
3,2003,LBK,13823
4,2003,LBK,14954
5,2003,LBK,14954
6,2003,LBK,14954
7,2003,LBK,14759
8,2003,LBK,14759
9,2003,LBK,14759
10,2003,LBK,16305
11,2003,LBK,16305
12,2003,LBK,16305
1,2003,MSK,14198
2,2003,MSK,14198
3,2003,MSK,14198
4,2003,MSK,15876
5,2003,MSK,15876
6,2003,MSK,15876
7,2003,MSK,15356
8,2003,MSK,15356
9,2003,MSK,15356
10,2003,MSK,17487
11,2003,MSK,17487
12,2003,MSK,17487
1,2003,OLK,13275
2,2003,OLK,13275
3,2003,OLK,13275
4,2003,OLK,14738
5,2003,OLK,14738
6,2003,OLK,14738
7,2003,OLK,14394
8,2003,OLK,14394
9,2003,OLK,14394
10,2003,OLK,16057
11,2003,OLK,16057
12,2003,OLK,16057
1,2003,PAK,13478
2,2003,PAK,13478
3,2003,PAK,13478
4,2003,PAK,14800
5,2003,PAK,14800
6,2003,PAK,14800
7,2003,PAK,14631
8,2003,PAK,14631
9,2003,PAK,14631
10,2003,PAK,16458
11,2003,PAK,16458
12,2003,PAK,16458
1,2003,PHA,20331
2,2003,PHA,20331
3,2003,PHA,20331
4,2003,PHA,22125
5,2003,PHA,22125
6,2003,PHA,22125
7,2003,PHA,21445
8,2003,PHA,21445
9,2003,PHA,21445
10,2003,PHA,24130
11,2003,PHA,24130
12,2003,PHA,24130
1,2003,PLK,14298
2,2003,PLK,14298
3,2003,PLK,14298
4,2003,PLK,15857
5,2003,PLK,15857
6,2003,PLK,15857
7,2003,PLK,15410
8,2003,PLK,15410
9,2003,PLK,15410
10,2003,PLK,17347
11,2003,PLK,17347
12,2003,PLK,17347
1,2003,STC,14731
2,2003,STC,14731
3,2003,STC,14731
4,2003,STC,16237
5,2003,STC,16237
6,2003,STC,16237
7,2003,STC,15751
8,2003,STC,15751
9,2003,STC,15751
10,2003,STC,17610
11,2003,STC,17610
12,2003,STC,17610
1,2003,ULK,14011
2,2003,ULK,14011
3,2003,ULK,14011
4,2003,ULK,15401
5,2003,ULK,15401
6,2003,ULK,15401
7,2003,ULK,14971
8,2003,ULK,14971
9,2003,ULK,14971
10,2003,ULK,16842
11,2003,ULK,16842
12,2003,ULK,16842
1,2003,VYS,13195
2,2003,VYS,13195
3,2003,VYS,13195
4,2003,VYS,14770
5,2003,VYS,14770
6,2003,VYS,14770
7,2003,VYS,14440
8,2003,VYS,14440
9,2003,VYS,14440
10,2003,VYS,16159
11,2003,VYS,16159
12,2003,VYS,16159
1,2003,ZLK,13221
2,2003,ZLK,13221
3,2003,ZLK,13221
4,2003,ZLK,14618
5,2003,ZLK,14618
6,2003,ZLK,14618
7,2003,ZLK,14384
8,2003,ZLK,14384
9,2003,ZLK,14384
10,2003,ZLK,15993
11,2003,ZLK,15993
12,2003,ZLK,15993
1,2004,HKK,14932
2,2004,HKK,14932
3,2004,HKK,14932
4,2004,HKK,15843
5,2004,HKK,15843
6,2004,HKK,15843
7,2004,HKK,15890
8,2004,HKK,15890
9,2004,HKK,15890
10,2004,HKK,17581
11,2004,HKK,17581
12,2004,HKK,17581
1,2004,JHC,14674
2,2004,JHC,14674
3,2004,JHC,14674
4,2004,JHC,15783
5,2004,JHC,15783
6,2004,JHC,15783
7,2004,JHC,15712
8,2004,JHC,15712
9,2004,JHC,15712
10,2004,JHC,17500
11,2004,JHC,17500
12,2004,JHC,17500
1,2004,JHM,15353
2,2004,JHM,15353
3,2004,JHM,15353
4,2004,JHM,16288
5,2004,JHM,16288
6,2004,JHM,16288
7,2004,JHM,16346
8,2004,JHM,16346
9,2004,JHM,16346
10,2004,JHM,18357
11,2004,JHM,18357
12,2004,JHM,18357
1,2004,KVK,14232
2,2004,KVK,14232
3,2004,KVK,14232
4,2004,KVK,15102
5,2004,KVK,15102
6,2004,KVK,15102
7,2004,KVK,15138
8,2004,KVK,15138
9,2004,KVK,15138
10,2004,KVK,17025
11,2004,KVK,17025
12,2004,KVK,17025
1,2004,LBK,14873
2,2004,LBK,14873
3,2004,LBK,14873
4,2004,LBK,15609
5,2004,LBK,15609
6,2004,LBK,15609
7,2004,LBK,15723
8,2004,LBK,15723
9,2004,LBK,15723
10,2004,LBK,17054
11,2004,LBK,17054
12,2004,LBK,17054
1,2004,MSK,15346
2,2004,MSK,15346
3,2004,MSK,15346
4,2004,MSK,16451
5,2004,MSK,16451
6,2004,MSK,16451
7,2004,MSK,16362
8,2004,MSK,16362
9,2004,MSK,16362
10,2004,MSK,18385
11,2004,MSK,18385
12,2004,MSK,18385
1,2004,OLK,14502
2,2004,OLK,14502
3,2004,OLK,14502
4,2004,OLK,15401
5,2004,OLK,15401
6,2004,OLK,15401
7,2004,OLK,15510
8,2004,OLK,15510
9,2004,OLK,15510
10,2004,OLK,17273
11,2004,OLK,17273
12,2004,OLK,17273
1,2004,PAK,14647
2,2004,PAK,14647
3,2004,PAK,14647
4,2004,PAK,15449
5,2004,PAK,15449
6,2004,PAK,15449
7,2004,PAK,15602
8,2004,PAK,15602
9,2004,PAK,15602
10,2004,PAK,17301
11,2004,PAK,17301
12,2004,PAK,17301
1,2004,PHA,21635
2,2004,PHA,21635
3,2004,PHA,21635
4,2004,PHA,22749
5,2004,PHA,22749
6,2004,PHA,22749
7,2004,PHA,22640
8,2004,PHA,22640
9,2004,PHA,22640
10,2004,PHA,25437
11,2004,PHA,25437
12,2004,PHA,25437
1,2004,PLK,15480
2,2004,PLK,15480
3,2004,PLK,15480
4,2004,PLK,16598
5,2004,PLK,16598
6,2004,PLK,16598
7,2004,PLK,16473
8,2004,PLK,16473
9,2004,PLK,16473
10,2004,PLK,18223
11,2004,PLK,18223
12,2004,PLK,18223
1,2004,STC,15956
2,2004,STC,15956
3,2004,STC,15956
4,2004,STC,17101
5,2004,STC,17101
6,2004,STC,17101
7,2004,STC,16923
8,2004,STC,16923
9,2004,STC,16923
10,2004,STC,18662
11,2004,STC,18662
12,2004,STC,18662
1,2004,ULK,15085
2,2004,ULK,15085
3,2004,ULK,15085
4,2004,ULK,16011
5,2004,ULK,16011
6,2004,ULK,16011
7,2004,ULK,15974
8,2004,ULK,15974
9,2004,ULK,15974
10,2004,ULK,17872
11,2004,ULK,17872
12,2004,ULK,17872
1,2004,VYS,14408
2,2004,VYS,14408
3,2004,VYS,14408
4,2004,VYS,15418
5,2004,VYS,15418
6,2004,VYS,15418
7,2004,VYS,15530
8,2004,VYS,15530
9,2004,VYS,15530
10,2004,VYS,17122
11,2004,VYS,17122
12,2004,VYS,17122
1,2004,ZLK,14448
2,2004,ZLK,14448
3,2004,ZLK,14448
4,2004,ZLK,15317
5,2004,ZLK,15317
6,2004,ZLK,15317
7,2004,ZLK,15323
8,2004,ZLK,15323
9,2004,ZLK,15323
10,2004,ZLK,16993
11,2004,ZLK,16993
12,2004,ZLK,16993
1,2005,HKK,15641
2,2005,HKK,15641
3,2005,HKK,15641
4,2005,HKK,16556
5,2005,HKK,16556
6,2005,HKK,16556
7,2005,HKK,16770
8,2005,HKK,16770
9,2005,HKK,16770
10,2005,HKK,18204
11,2005,HKK,18204
12,2005,HKK,18204
1,2005,JHC,15492
2,2005,JHC,15492
3,2005,JHC,15492
4,2005,JHC,16738
5,2005,JHC,16738
6,2005,JHC,16738
7,2005,JHC,16780
8,2005,JHC,16780
9,2005,JHC,16780
10,2005,JHC,18379
11,2005,JHC,18379
12,2005,JHC,18379
1,2005,JHM,16038
2,2005,JHM,16038
3,2005,JHM,16038
4,2005,JHM,17110
5,2005,JHM,17110
6,2005,JHM,17110
7,2005,JHM,17262
8,2005,JHM,17262
9,2005,JHM,17262
10,2005,JHM,19161
11,2005,JHM,19161
12,2005,JHM,19161
1,2005,KVK,15028
2,2005,KVK,15028
3,2005,KVK,15028
4,2005,KVK,15870
5,2005,KVK,15870
6,2005,KVK,15870
7,2005,KVK,16084
8,2005,KVK,16084
9,2005,KVK,16084
10,2005,KVK,17456
11,2005,KVK,17456
12,2005,KVK,17456
1,2005,LBK,15635
2,2005,LBK,15635
3,2005,LBK,15635
4,2005,LBK,16384
5,2005,LBK,16384
6,2005,LBK,16384
7,2005,LBK,16751
8,2005,LBK,16751
9,2005,LBK,16751
10,2005,LBK,17973
11,2005,LBK,17973
12,2005,LBK,17973
1,2005,MSK,16014
2,2005,MSK,16014
3,2005,MSK,16014
4,2005,MSK,17341
5,2005,MSK,17341
6,2005,MSK,17341
7,2005,MSK,17308
8,2005,MSK,17308
9,2005,MSK,17308
10,2005,MSK,19225
11,2005,MSK,19225
12,2005,MSK,19225
1,2005,OLK,15136
2,2005,OLK,15136
3,2005,OLK,15136
4,2005,OLK,16057
5,2005,OLK,16057
6,2005,OLK,16057
7,2005,OLK,16331
8,2005,OLK,16331
9,2005,OLK,16331
10,2005,OLK,17711
11,2005,OLK,17711
12,2005,OLK,17711
1,2005,PAK,15155
2,2005,PAK,15155
3,2005,PAK,15155
4,2005,PAK,16150
5,2005,PAK,16150
6,2005,PAK,16150
7,2005,PAK,16419
8,2005,PAK,16419
9,2005,PAK,16419
10,2005,PAK,17948
11,2005,PAK,17948
12,2005,PAK,17948
1,2005,PHA,23104
2,2005,PHA,23104
3,2005,PHA,23104
4,2005,PHA,23985
5,2005,PHA,23985
6,2005,PHA,23985
7,2005,PHA,23943
8,2005,PHA,23943
9,2005,PHA,23943
10,2005,PHA,26377
11,2005,PHA,26377
12,2005,PHA,26377
1,2005,PLK,15965
2,2005,PLK,15965
3,2005,PLK,15965
4,2005,PLK,17280
5,2005,PLK,17280
6,2005,PLK,17280
7,2005,PLK,17444
8,2005,PLK,17444
9,2005,PLK,17444
10,2005,PLK,18899
11,2005,PLK,18899
12,2005,PLK,18899
1,2005,STC,16653
2,2005,STC,16653
3,2005,STC,16653
4,2005,STC,17817
5,2005,STC,17817
6,2005,STC,17817
7,2005,STC,17806
8,2005,STC,17806
9,2005,STC,17806
10,2005,STC,19401
11,2005,STC,19401
12,2005,STC,19401
1,2005,ULK,15967
2,2005,ULK,15967
3,2005,ULK,15967
4,2005,ULK,16808
5,2005,ULK,16808
6,2005,ULK,16808
7,2005,ULK,16924
8,2005,ULK,16924
9,2005,ULK,16924
10,2005,ULK,18444
11,2005,ULK,18444
12,2005,ULK,18444
1,2005,VYS,15033
2,2005,VYS,15033
3,2005,VYS,15033
4,2005,VYS,16200
5,2005,VYS,16200
6,2005,VYS,16200
7,2005,VYS,16352
8,2005,VYS,16352
9,2005,VYS,16352
10,2005,VYS,17752
11,2005,VYS,17752
