month,year,kraj,bilance
7,2018,JHC,-8.228
8,2018,PHA,-6.764
8,2018,STC,-6.764
8,2018,JHM,-6.764
8,2018,PLK,-6.764
8,2018,HKK,-6.764
8,2018,VYS,-6.764
8,2018,KVK,-6.764
8,2018,LBK,-6.764
8,2018,PAK,-6.764
8,2018,MSK,-6.764
8,2018,OLK,-6.764
8,2018,ULK,-6.764
8,2018,ZLK,-6.764
8,2018,JHC,-6.764
9,2018,PHA,10.72
9,2018,STC,10.72
9,2018,JHM,10.72
9,2018,PLK,10.72
9,2018,HKK,10.72
9,2018,VYS,10.72
9,2018,KVK,10.72
9,2018,LBK,10.72
9,2018,PAK,10.72
9,2018,MSK,10.72
9,2018,OLK,10.72
9,2018,ULK,10.72
9,2018,ZLK,10.72
9,2018,JHC,10.72
10,2018,PHA,-645.0
10,2018,STC,-645.0
10,2018,JHM,-645.0
10,2018,PLK,-645.0
10,2018,HKK,-645.0
10,2018,VYS,-645.0
10,2018,KVK,-645.0
10,2018,LBK,-645.0
10,2018,PAK,-645.0
10,2018,MSK,-645.0
10,2018,OLK,-645.0
10,2018,ULK,-645.0
10,2018,ZLK,-645.0
10,2018,JHC,-645.0
11,2018,PHA,17.098
11,2018,STC,17.098
11,2018,JHM,17.098
11,2018,PLK,17.098
11,2018,HKK,17.098
11,2018,VYS,17.098
11,2018,KVK,17.098
11,2018,LBK,17.098
11,2018,PAK,17.098
11,2018,MSK,17.098
11,2018,OLK,17.098
11,2018,ULK,17.098
11,2018,ZLK,17.098
11,2018,JHC,17.098
12,2018,PHA,-4.615
12,2018,STC,-4.615
12,2018,JHM,-4.615
12,2018,PLK,-4.615
12,2018,HKK,-4.615
12,2018,VYS,-4.615
12,2018,KVK,-4.615
12,2018,LBK,-4.615
12,2018,PAK,-4.615
12,2018,MSK,-4.615
12,2018,OLK,-4.615
12,2018,ULK,-4.615
12,2018,ZLK,-4.615
12,2018,JHC,-4.615
1,2019,PHA,16.978
1,2019,STC,16.978
1,2019,JHM,16.978
1,2019,PLK,16.978
1,2019,HKK,16.978
1,2019,VYS,16.978
1,2019,KVK,16.978
1,2019,LBK,16.978
1,2019,PAK,16.978
1,2019,MSK,16.978
1,2019,OLK,16.978
1,2019,ULK,16.978
1,2019,ZLK,16.978
1,2019,JHC,16.978
2,2019,PHA,15.512
2,2019,STC,15.512
2,2019,JHM,15.512
2,2019,PLK,15.512
2,2019,HKK,15.512
2,2019,VYS,15.512
2,2019,KVK,15.512
2,2019,LBK,15.512
2,2019,PAK,15.512
2,2019,MSK,15.512
2,2019,OLK,15.512
2,2019,ULK,15.512
2,2019,ZLK,15.512
2,2019,JHC,15.512
3,2019,PHA,15.755
3,2019,STC,15.755
3,2019,JHM,15.755
3,2019,PLK,15.755
3,2019,HKK,15.755
3,2019,VYS,15.755
3,2019,KVK,15.755
3,2019,LBK,15.755
3,2019,PAK,15.755
3,2019,MSK,15.755
3,2019,OLK,15.755
3,2019,ULK,15.755
3,2019,ZLK,15.755
3,2019,JHC,15.755
4,2019,PHA,15.874
4,2019,STC,15.874
4,2019,JHM,15.874
4,2019,PLK,15.874
4,2019,HKK,15.874
4,2019,VYS,15.874
4,2019,KVK,15.874
4,2019,LBK,15.874
4,2019,PAK,15.874
4,2019,MSK,15.874
4,2019,OLK,15.874
4,2019,ULK,15.874
4,2019,ZLK,15.874
4,2019,JHC,15.874
5,2019,PHA,24.158
5,2019,STC,24.158
5,2019,JHM,24.158
5,2019,PLK,24.158
5,2019,HKK,24.158
5,2019,VYS,24.158
5,2019,KVK,24.158
5,2019,LBK,24.158
5,2019,PAK,24.158
5,2019,MSK,24.158
5,2019,OLK,24.158
5,2019,ULK,24.158
5,2019,ZLK,24.158
5,2019,JHC,24.158
6,2019,PHA,16.962
6,2019,STC,16.962
6,2019,JHM,16.962
6,2019,PLK,16.962
6,2019,HKK,16.962
6,2019,VYS,16.962
6,2019,KVK,16.962
6,2019,LBK,16.962
6,2019,PAK,16.962
6,2019,MSK,16.962
6,2019,OLK,16.962
6,2019,ULK,16.962
6,2019,ZLK,16.962
6,2019,JHC,16.962
7,2019,PHA,-1.743
7,2019,STC,-1.743
7,2019,JHM,-1.743
7,2019,PLK,-1.743
7,2019,HKK,-1.743
7,2019,VYS,-1.743
7,2019,KVK,-1.743
7,2019,LBK,-1.743
7,2019,PAK,-1.743
7,2019,MSK,-1.743
7,2019,OLK,-1.743
7,2019,ULK,-1.743
7,2019,ZLK,-1.743
7,2019,JHC,-1.743
8,2019,PHA,9.233
8,2019,STC,9.233
8,2019,JHM,9.233
8,2019,PLK,9.233
8,2019,HKK,9.233
8,2019,VYS,9.233
8,2019,KVK,9.233
8,2019,LBK,9.233
8,2019,PAK,9.233
8,2019,MSK,9.233
8,2019,OLK,9.233
8,2019,ULK,9.233
8,2019,ZLK,9.233
8,2019,JHC,9.233
9,2019,PHA,20.042
9,2019,STC,20.042
9,2019,JHM,20.042
9,2019,PLK,20.042
9,2019,HKK,20.042
9,2019,VYS,20.042
9,2019,KVK,20.042
9,2019,LBK,20.042
9,2019,PAK,20.042
9,2019,MSK,20.042
9,2019,OLK,20.042
9,2019,ULK,20.042
9,2019,ZLK,20.042
9,2019,JHC,20.042
10,2019,PHA,8.967
10,2019,STC,8.967
10,2019,JHM,8.967
10,2019,PLK,8.967
10,2019,HKK,8.967
10,2019,VYS,8.967
10,2019,KVK,8.967
10,2019,LBK,8.967
10,2019,PAK,8.967
10,2019,MSK,8.967
10,2019,OLK,8.967
10,2019,ULK,8.967
10,2019,ZLK,8.967
10,2019,JHC,8.967
11,2019,PHA,12.182
11,2019,STC,12.182
11,2019,JHM,12.182
11,2019,PLK,12.182
11,2019,HKK,12.182
11,2019,VYS,12.182
11,2019,KVK,12.182
11,2019,LBK,12.182
11,2019,PAK,12.182
11,2019,MSK,12.182
11,2019,OLK,12.182
11,2019,ULK,12.182
11,2019,ZLK,12.182
11,2019,JHC,12.182
12,2019,PHA,-8.225
12,2019,STC,-8.225
12,2019,JHM,-8.225
12,2019,PLK,-8.225
12,2019,HKK,-8.225
12,2019,VYS,-8.225
12,2019,KVK,-8.225
12,2019,LBK,-8.225
12,2019,PAK,-8.225
12,2019,MSK,-8.225
12,2019,OLK,-8.225
12,2019,ULK,-8.225
12,2019,ZLK,-8.225
12,2019,JHC,-8.225
1,2020,PHA,16.739
1,2020,STC,16.739
1,2020,JHM,16.739
1,2020,PLK,16.739
1,2020,HKK,16.739
1,2020,VYS,16.739
1,2020,KVK,16.739
1,2020,LBK,16.739
1,2020,PAK,16.739
1,2020,MSK,16.739
1,2020,OLK,16.739
1,2020,ULK,16.739
1,2020,ZLK,16.739
1,2020,JHC,16.739
2,2020,PHA,19.66
2,2020,STC,19.66
2,2020,JHM,19.66
2,2020,PLK,19.66
2,2020,HKK,19.66
2,2020,VYS,19.66
2,2020,KVK,19.66
2,2020,LBK,19.66
2,2020,PAK,19.66
2,2020,MSK,19.66
2,2020,OLK,19.66
2,2020,ULK,19.66
2,2020,ZLK,19.66
2,2020,JHC,19.66
3,2020,PHA,-216.0
3,2020,STC,-216.0
3,2020,JHM,-216.0
3,2020,PLK,-216.0
3,2020,HKK,-216.0
3,2020,VYS,-216.0
3,2020,KVK,-216.0
3,2020,LBK,-216.0
3,2020,PAK,-216.0
3,2020,MSK,-216.0
3,2020,OLK,-216.0
3,2020,ULK,-216.0
3,2020,ZLK,-216.0
3,2020,JHC,-216.0
4,2020,PHA,-24.102
4,2020,STC,-24.102
4,2020,JHM,-24.102
4,2020,PLK,-24.102
4,2020,HKK,-24.102
4,2020,VYS,-24.102
4,2020,KVK,-24.102
4,2020,LBK,-24.102
4,2020,PAK,-24.102
4,2020,MSK,-24.102
4,2020,OLK,-24.102
4,2020,ULK,-24.102
4,2020,ZLK,-24.102
4,2020,JHC,-24.102
5,2020,PHA,-496.0
5,2020,STC,-496.0
5,2020,JHM,-496.0
5,2020,PLK,-496.0
5,2020,HKK,-496.0
5,2020,VYS,-496.0
5,2020,KVK,-496.0
5,2020,LBK,-496.0
5,2020,PAK,-496.0
5,2020,MSK,-496.0
5,2020,OLK,-496.0
5,2020,ULK,-496.0
5,2020,ZLK,-496.0
5,2020,JHC,-496.0
6,2020,PHA,33.89
6,2020,STC,33.89
6,2020,JHM,33.89
6,2020,PLK,33.89
6,2020,HKK,33.89
6,2020,VYS,33.89
6,2020,KVK,33.89
6,2020,LBK,33.89
6,2020,PAK,33.89
6,2020,MSK,33.89
6,2020,OLK,33.89
6,2020,ULK,33.89
6,2020,ZLK,33.89
6,2020,JHC,33.89
7,2020,PHA,13.95
7,2020,STC,13.95
7,2020,JHM,13.95
7,2020,PLK,13.95
7,2020,HKK,13.95
7,2020,VYS,13.95
7,2020,KVK,13.95
7,2020,LBK,13.95
7,2020,PAK,13.95
7,2020,MSK,13.95
7,2020,OLK,13.95
7,2020,ULK,13.95
7,2020,ZLK,13.95
7,2020,JHC,13.95
8,2020,PHA,7.455
8,2020,STC,7.455
8,2020,JHM,7.455
8,2020,PLK,7.455
8,2020,HKK,7.455
8,2020,VYS,7.455
8,2020,KVK,7.455
8,2020,LBK,7.455
8,2020,PAK,7.455
8,2020,MSK,7.455
8,2020,OLK,7.455
8,2020,ULK,7.455
8,2020,ZLK,7.455
8,2020,JHC,7.455
9,2020,PHA,33.882
9,2020,STC,33.882
9,2020,JHM,33.882
9,2020,PLK,33.882
9,2020,HKK,33.882
9,2020,VYS,33.882
9,2020,KVK,33.882
9,2020,LBK,33.882
9,2020,PAK,33.882
9,2020,MSK,33.882
9,2020,OLK,33.882
9,2020,ULK,33.882
9,2020,ZLK,33.882
9,2020,JHC,33.882
10,2020,PHA,31.042
10,2020,STC,31.042
10,2020,JHM,31.042
10,2020,PLK,31.042
10,2020,HKK,31.042
10,2020,VYS,31.042
10,2020,KVK,31.042
10,2020,LBK,31.042
10,2020,PAK,31.042
10,2020,MSK,31.042
10,2020,OLK,31.042
10,2020,ULK,31.042
10,2020,ZLK,31.042
10,2020,JHC,31.042
11,2020,PHA,32.052
11,2020,STC,32.052
11,2020,JHM,32.052
11,2020,PLK,32.052
11,2020,HKK,32.052
11,2020,VYS,32.052
11,2020,KVK,32.052
11,2020,LBK,32.052
11,2020,PAK,32.052
11,2020,MSK,32.052
11,2020,OLK,32.052
11,2020,ULK,32.052
11,2020,ZLK,32.052
11,2020,JHC,32.052
12,2020,PHA,15.786
12,2020,STC,15.786
12,2020,JHM,15.786
12,2020,PLK,15.786
12,2020,HKK,15.786
12,2020,VYS,15.786
12,2020,KVK,15.786
12,2020,LBK,15.786
12,2020,PAK,15.786
12,2020,MSK,15.786
12,2020,OLK,15.786
12,2020,ULK,15.786
12,2020,ZLK,15.786
12,2020,JHC,15.786
1,2021,PHA,24.415
1,2021,STC,24.415
1,2021,JHM,24.415
1,2021,PLK,24.415
1,2021,HKK,24.415
1,2021,VYS,24.415
1,2021,KVK,24.415
1,2021,LBK,24.415
1,2021,PAK,24.415
1,2021,MSK,24.415
1,2021,OLK,24.415
1,2021,ULK,24.415
1,2021,ZLK,24.415
1,2021,JHC,24.415
2,2021,PHA,20.291
2,2021,STC,20.291
2,2021,JHM,20.291
2,2021,PLK,20.291
2,2021,HKK,20.291
2,2021,VYS,20.291
2,2021,KVK,20.291
2,2021,LBK,20.291
2,2021,PAK,20.291
2,2021,MSK,20.291
2,2021,OLK,20.291
2,2021,ULK,20.291
2,2021,ZLK,20.291
2,2021,JHC,20.291
3,2021,PHA,16.211
3,2021,STC,16.211
3,2021,JHM,16.211
3,2021,PLK,16.211
3,2021,HKK,16.211
3,2021,VYS,16.211
3,2021,KVK,16.211
3,2021,LBK,16.211
3,2021,PAK,16.211
3,2021,MSK,16.211
3,2021,OLK,16.211
3,2021,ULK,16.211
3,2021,ZLK,16.211
3,2021,JHC,16.211
4,2021,PHA,19.309
4,2021,STC,19.309
4,2021,JHM,19.309
4,2021,PLK,19.309
4,2021,HKK,19.309
4,2021,VYS,19.309
4,2021,KVK,19.309
4,2021,LBK,19.309
4,2021,PAK,19.309
4,2021,MSK,19.309
4,2021,OLK,19.309
4,2021,ULK,19.309
4,2021,ZLK,19.309
4,2021,JHC,19.309
5,2021,PHA,3.442
5,2021,STC,3.442
5,2021,JHM,3.442
5,2021,PLK,3.442
5,2021,HKK,3.442
5,2021,VYS,3.442
5,2021,KVK,3.442
5,2021,LBK,3.442
5,2021,PAK,3.442
5,2021,MSK,3.442
5,2021,OLK,3.442
5,2021,ULK,3.442
5,2021,ZLK,3.442
5,2021,JHC,3.442
6,2021,PHA,-8.903
6,2021,STC,-8.903
6,2021,JHM,-8.903
6,2021,PLK,-8.903
6,2021,HKK,-8.903
6,2021,VYS,-8.903
6,2021,KVK,-8.903
6,2021,LBK,-8.903
6,2021,PAK,-8.903
6,2021,MSK,-8.903
6,2021,OLK,-8.903
6,2021,ULK,-8.903
6,2021,ZLK,-8.903
6,2021,JHC,-8.903
7,2021,PHA,-10.451
7,2021,STC,-10.451
7,2021,JHM,-10.451
7,2021,PLK,-10.451
7,2021,HKK,-10.451
7,2021,VYS,-10.451
7,2021,KVK,-10.451
7,2021,LBK,-10.451
7,2021,PAK,-10.451
7,2021,MSK,-10.451
7,2021,OLK,-10.451
7,2021,ULK,-10.451
7,2021,ZLK,-10.451
7,2021,JHC,-10.451
8,2021,PHA,-27.75
8,2021,STC,-27.75
8,2021,JHM,-27.75
8,2021,PLK,-27.75
8,2021,HKK,-27.75
8,2021,VYS,-27.75
8,2021,KVK,-27.75
8,2021,LBK,-27.75
8,2021,PAK,-27.75
8,2021,MSK,-27.75
8,2021,OLK,-27.75
8,2021,ULK,-27.75
8,2021,ZLK,-27.75
8,2021,JHC,-27.75
9,2021,PHA,-16.499
9,2021,STC,-16.499
9,2021,JHM,-16.499
9,2021,PLK,-16.499
9,2021,HKK,-16.499
9,2021,VYS,-16.499
9,2021,KVK,-16.499
9,2021,LBK,-16.499
9,2021,PAK,-16.499
9,2021,MSK,-16.499
9,2021,OLK,-16.499
9,2021,ULK,-16.499
9,2021,ZLK,-16.499
9,2021,JHC,-16.499
10,2021,PHA,-16.852
10,2021,STC,-16.852
10,2021,JHM,-16.852
10,2021,PLK,-16.852
10,2021,HKK,-16.852
10,2021,VYS,-16.852
10,2021,KVK,-16.852
10,2021,LBK,-16.852
10,2021,PAK,-16.852
10,2021,MSK,-16.852
10,2021,OLK,-16.852
10,2021,ULK,-16.852
10,2021,ZLK,-16.852
10,2021,JHC,-16.852
11,2021,PHA,3.822
11,2021,STC,3.822
11,2021,JHM,3.822
11,2021,PLK,3.822
11,2021,HKK,3.822
11,2021,VYS,3.822
11,2021,KVK,3.822
11,2021,LBK,3.822
11,2021,PAK,3.822
11,2021,MSK,3.822
11,2021,OLK,3.822
11,2021,ULK,3.822
11,2021,ZLK,3.822
11,2021,JHC,3.822
12,2021,PHA,-16.24
12,2021,STC,-16.24
12,2021,JHM,-16.24
12,2021,PLK,-16.24
12,2021,HKK,-16.24
12,2021,VYS,-16.24
12,2021,KVK,-16.24
12,2021,LBK,-16.24
12,2021,PAK,-16.24
12,2021,MSK,-16.24
12,2021,OLK,-16.24
12,2021,ULK,-16.24
12,2021,ZLK,-16.24
12,2021,JHC,-16.24
1,2022,PHA,7.578
1,2022,STC,7.578
1,2022,JHM,7.578
1,2022,PLK,7.578
1,2022,HKK,7.578
1,2022,VYS,7.578
1,2022,KVK,7.578
1,2022,LBK,7.578
1,2022,PAK,7.578
1,2022,MSK,7.578
1,2022,OLK,7.578
1,2022,ULK,7.578
1,2022,ZLK,7.578
1,2022,JHC,7.578
2,2022,PHA,-7.474
2,2022,STC,-7.474
2,2022,JHM,-7.474
2,2022,PLK,-7.474
2,2022,HKK,-7.474
2,2022,VYS,-7.474
2,2022,KVK,-7.474
2,2022,LBK,-7.474
2,2022,PAK,-7.474
2,2022,MSK,-7.474
2,2022,OLK,-7.474
2,2022,ULK,-7.474
2,2022,ZLK,-7.474
2,2022,JHC,-7.474
3,2022,PHA,-12.741
3,2022,STC,-12.741
3,2022,JHM,-12.741
3,2022,PLK,-12.741
3,2022,HKK,-12.741
3,2022,VYS,-12.741
3,2022,KVK,-12.741
3,2022,LBK,-12.741
3,2022,PAK,-12.741
3,2022,MSK,-12.741
3,2022,OLK,-12.741
3,2022,ULK,-12.741
3,2022,ZLK,-12.741
3,2022,JHC,-12.741
4,2022,PHA,-29.034
4,2022,STC,-29.034
4,2022,JHM,-29.034
4,2022,PLK,-29.034
4,2022,HKK,-29.034
4,2022,VYS,-29.034
4,2022,KVK,-29.034
4,2022,LBK,-29.034
4,2022,PAK,-29.034
4,2022,MSK,-29.034
4,2022,OLK,-29.034
4,2022,ULK,-29.034
4,2022,ZLK,-29.034
4,2022,JHC,-29.034
5,2022,PHA,-28.389
5,2022,STC,-28.389
5,2022,JHM,-28.389
5,2022,PLK,-28.389
5,2022,HKK,-28.389
5,2022,VYS,-28.389
5,2022,KVK,-28.389
5,2022,LBK,-28.389
5,2022,PAK,-28.389
5,2022,MSK,-28.389
5,2022,OLK,-28.389
5,2022,ULK,-28.389
5,2022,ZLK,-28.389
5,2022,JHC,-28.389
6,2022,PHA,-15.803
6,2022,STC,-15.803
6,2022,JHM,-15.803
6,2022,PLK,-15.803
6,2022,HKK,-15.803
6,2022,VYS,-15.803
6,2022,KVK,-15.803
6,2022,LBK,-15.803
6,2022,PAK,-15.803
6,2022,MSK,-15.803
6,2022,OLK,-15.803
6,2022,ULK,-15.803
6,2022,ZLK,-15.803
6,2022,JHC,-15.803
7,2022,PHA,-22.485
7,2022,STC,-22.485
7,2022,JHM,-22.485
7,2022,PLK,-22.485
7,2022,HKK,-22.485
7,2022,VYS,-22.485
7,2022,KVK,-22.485
7,2022,LBK,-22.485
7,2022,PAK,-22.485
7,2022,MSK,-22.485
7,2022,OLK,-22.485
7,2022,ULK,-22.485
7,2022,ZLK,-22.485
7,2022,JHC,-22.485
8,2022,PHA,-29.259
8,2022,STC,-29.259
8,2022,JHM,-29.259
8,2022,PLK,-29.259
8,2022,HKK,-29.259
8,2022,VYS,-29.259
8,2022,KVK,-29.259
8,2022,LBK,-29.259
8,2022,PAK,-29.259
8,2022,MSK,-29.259
8,2022,OLK,-29.259
8,2022,ULK,-29.259
8,2022,ZLK,-29.259
8,2022,JHC,-29.259
9,2022,PHA,-12.571
9,2022,STC,-12.571
9,2022,JHM,-12.571
9,2022,PLK,-12.571
9,2022,HKK,-12.571
9,2022,VYS,-12.571
9,2022,KVK,-12.571
9,2022,LBK,-12.571
9,2022,PAK,-12.571
9,2022,MSK,-12.571
9,2022,OLK,-12.571
9,2022,ULK,-12.571
9,2022,ZLK,-12.571
9,2022,JHC,-12.571
10,2022,PHA,-25.785
10,2022,STC,-25.785
10,2022,JHM,-25.785
10,2022,PLK,-25.785
10,2022,HKK,-25.785
10,2022,VYS,-25.785
10,2022,KVK,-25.785
10,2022,LBK,-25.785
10,2022,PAK,-25.785
10,2022,MSK,-25.785
10,2022,OLK,-25.785
10,2022,ULK,-25.785
10,2022,ZLK,-25.785
10,2022,JHC,-25.785
11,2022,PHA,-26.426
11,2022,STC,-26.426
11,2022,JHM,-26.426
11,2022,PLK,-26.426
11,2022,HKK,-26.426
11,2022,VYS,-26.426
11,2022,KVK,-26.426
11,2022,LBK,-26.426
11,2022,PAK,-26.426
11,2022,MSK,-26.426
11,2022,OLK,-26.426
11,2022,ULK,-26.426
11,2022,ZLK,-26.426
11,2022,JHC,-26.426
12,2022,PHA,-2.428
12,2022,STC,-2.428
12,2022,JHM,-2.428
12,2022,PLK,-2.428
12,2022,HKK,-2.428
12,2022,VYS,-2.428
12,2022,KVK,-2.428
12,2022,LBK,-2.428
12,2022,PAK,-2.428
12,2022,MSK,-2.428
12,2022,OLK,-2.428
12,2022,ULK,-2.428
12,2022,ZLK,-2.428
12,2022,JHC,-2.428
1,2023,PHA,7.888
1,2023,STC,7.888
1,2023,JHM,7.888
1,2023,PLK,7.888
1,2023,HKK,7.888
1,2023,VYS,7.888
1,2023,KVK,7.888
1,2023,LBK,7.888
1,2023,PAK,7.888
1,2023,MSK,7.888
1,2023,OLK,7.888
1,2023,ULK,7.888
1,2023,ZLK,7.888
1,2023,JHC,7.888
2,2023,PHA,14.275
2,2023,STC,14.275
2,2023,JHM,14.275
2,2023,PLK,14.275
2,2023,HKK,14.275
2,2023,VYS,14.275
2,2023,KVK,14.275
2,2023,LBK,14.275
2,2023,PAK,14.275
2,2023,MSK,14.275
2,2023,OLK,14.275
2,2023,ULK,14.275
2,2023,ZLK,14.275
2,2023,JHC,14.275
3,2023,PHA,16.831
3,2023,STC,16.831
3,2023,JHM,16.831
3,2023,PLK,16.831
3,2023,HKK,16.831
3,2023,VYS,16.831
3,2023,KVK,16.831
3,2023,LBK,16.831
3,2023,PAK,16.831
3,2023,MSK,16.831
3,2023,OLK,16.831
3,2023,ULK,16.831
3,2023,ZLK,16.831
3,2023,JHC,16.831
4,2023,PHA,8.744
4,2023,STC,8.744
4,2023,JHM,8.744
4,2023,PLK,8.744
4,2023,HKK,8.744
4,2023,VYS,8.744
4,2023,KVK,8.744
4,2023,LBK,8.744
4,2023,PAK,8.744
4,2023,MSK,8.744
4,2023,OLK,8.744
4,2023,ULK,8.744
4,2023,ZLK,8.744
4,2023,JHC,8.744
5,2023,PHA,9.37
5,2023,STC,9.37
5,2023,JHM,9.37
5,2023,PLK,9.37
5,2023,HKK,9.37
5,2023,VYS,9.37
5,2023,KVK,9.37
5,2023,LBK,9.37
5,2023,PAK,9.37
5,2023,MSK,9.37
5,2023,OLK,9.37
5,2023,ULK,9.37
5,2023,ZLK,9.37
5,2023,JHC,9.37
6,2023,PHA,19.236
6,2023,STC,19.236
6,2023,JHM,19.236
6,2023,PLK,19.236
6,2023,HKK,19.236
6,2023,VYS,19.236
6,2023,KVK,19.236
6,2023,LBK,19.236
6,2023,PAK,19.236
6,2023,MSK,19.236
6,2023,OLK,19.236
6,2023,ULK,19.236
6,2023,ZLK,19.236
6,2023,JHC,19.236
7,2023,PHA,-6.421
7,2023,STC,-6.421
7,2023,JHM,-6.421
7,2023,PLK,-6.421
7,2023,HKK,-6.421
7,2023,VYS,-6.421
7,2023,KVK,-6.421
7,2023,LBK,-6.421
7,2023,PAK,-6.421
7,2023,MSK,-6.421
7,2023,OLK,-6.421
7,2023,ULK,-6.421
7,2023,ZLK,-6.421
7,2023,JHC,-6.421
8,2023,PHA,-5.628
8,2023,STC,-5.628
8,2023,JHM,-5.628
8,2023,PLK,-5.628
8,2023,HKK,-5.628
8,2023,VYS,-5.628
8,2023,KVK,-5.628
8,2023,LBK,-5.628
8,2023,PAK,-5.628
8,2023,MSK,-5.628
8,2023,OLK,-5.628
8,2023,ULK,-5.628
8,2023,ZLK,-5.628
8,2023,JHC,-5.628
9,2023,PHA,11.874
9,2023,STC,11.874
9,2023,JHM,11.874
9,2023,PLK,11.874
9,2023,HKK,11.874
9,2023,VYS,11.874
9,2023,KVK,11.874
9,2023,LBK,11.874
9,2023,PAK,11.874
9,2023,MSK,11.874
9,2023,OLK,11.874
9,2023,ULK,11.874
9,2023,ZLK,11.874
9,2023,JHC,11.874
