kraj,month,year,bilance
MSK,3,2019,15.755
OLK,3,2019,15.755
ULK,3,2019,15.755
ZLK,3,2019,15.755
JHC,3,2019,15.755
PHA,4,2019,15.874
STC,4,2019,15.874
JHM,4,2019,15.874
PLK,4,2019,15.874
HKK,4,2019,15.874
VYS,4,2019,15.874
KVK,4,2019,15.874
LBK,4,2019,15.874
PAK,4,2019,15.874
MSK,4,2019,15.874
OLK,4,2019,15.874
ULK,4,2019,15.874
ZLK,4,2019,15.874
JHC,4,2019,15.874
PHA,5,2019,24.158
STC,5,2019,24.158
JHM,5,2019,24.158
PLK,5,2019,24.158
HKK,5,2019,24.158
VYS,5,2019,24.158
KVK,5,2019,24.158
LBK,5,2019,24.158
PAK,5,2019,24.158
MSK,5,2019,24.158
OLK,5,2019,24.158
ULK,5,2019,24.158
ZLK,5,2019,24.158
JHC,5,2019,24.158
PHA,6,2019,16.962
STC,6,2019,16.962
JHM,6,2019,16.962
PLK,6,2019,16.962
HKK,6,2019,16.962
VYS,6,2019,16.962
KVK,6,2019,16.962
LBK,6,2019,16.962
PAK,6,2019,16.962
MSK,6,2019,16.962
OLK,6,2019,16.962
ULK,6,2019,16.962
ZLK,6,2019,16.962
JHC,6,2019,16.962
PHA,7,2019,-1.743
STC,7,2019,-1.743
JHM,7,2019,-1.743
PLK,7,2019,-1.743
HKK,7,2019,-1.743
VYS,7,2019,-1.743
KVK,7,2019,-1.743
LBK,7,2019,-1.743
PAK,7,2019,-1.743
MSK,7,2019,-1.743
OLK,7,2019,-1.743
ULK,7,2019,-1.743
ZLK,7,2019,-1.743
JHC,7,2019,-1.743
PHA,8,2019,9.233
STC,8,2019,9.233
JHM,8,2019,9.233
PLK,8,2019,9.233
HKK,8,2019,9.233
VYS,8,2019,9.233
KVK,8,2019,9.233
LBK,8,2019,9.233
PAK,8,2019,9.233
MSK,8,2019,9.233
OLK,8,2019,9.233
ULK,8,2019,9.233
ZLK,8,2019,9.233
JHC,8,2019,9.233
PHA,9,2019,20.042
STC,9,2019,20.042
JHM,9,2019,20.042
PLK,9,2019,20.042
HKK,9,2019,20.042
VYS,9,2019,20.042
KVK,9,2019,20.042
LBK,9,2019,20.042
PAK,9,2019,20.042
MSK,9,2019,20.042
OLK,9,2019,20.042
ULK,9,2019,20.042
ZLK,9,2019,20.042
JHC,9,2019,20.042
PHA,10,2019,8.967
STC,10,2019,8.967
JHM,10,2019,8.967
PLK,10,2019,8.967
HKK,10,2019,8.967
VYS,10,2019,8.967
KVK,10,2019,8.967
LBK,10,2019,8.967
PAK,10,2019,8.967
MSK,10,2019,8.967
OLK,10,2019,8.967
ULK,10,2019,8.967
ZLK,10,2019,8.967
JHC,10,2019,8.967
PHA,11,2019,12.182
STC,11,2019,12.182
JHM,11,2019,12.182
PLK,11,2019,12.182
HKK,11,2019,12.182
VYS,11,2019,12.182
KVK,11,2019,12.182
LBK,11,2019,12.182
PAK,11,2019,12.182
MSK,11,2019,12.182
OLK,11,2019,12.182
ULK,11,2019,12.182
ZLK,11,2019,12.182
JHC,11,2019,12.182
PHA,12,2019,-8.225
STC,12,2019,-8.225
JHM,12,2019,-8.225
PLK,12,2019,-8.225
HKK,12,2019,-8.225
VYS,12,2019,-8.225
KVK,12,2019,-8.225
LBK,12,2019,-8.225
PAK,12,2019,-8.225
MSK,12,2019,-8.225
OLK,12,2019,-8.225
ULK,12,2019,-8.225
ZLK,12,2019,-8.225
JHC,12,2019,-8.225
PHA,1,2020,16.739
STC,1,2020,16.739
JHM,1,2020,16.739
PLK,1,2020,16.739
HKK,1,2020,16.739
VYS,1,2020,16.739
KVK,1,2020,16.739
LBK,1,2020,16.739
PAK,1,2020,16.739
MSK,1,2020,16.739
OLK,1,2020,16.739
ULK,1,2020,16.739
ZLK,1,2020,16.739
JHC,1,2020,16.739
PHA,2,2020,19.660
STC,2,2020,19.660
JHM,2,2020,19.660
PLK,2,2020,19.660
HKK,2,2020,19.660
VYS,2,2020,19.660
KVK,2,2020,19.660
LBK,2,2020,19.660
PAK,2,2020,19.660
MSK,2,2020,19.660
OLK,2,2020,19.660
ULK,2,2020,19.660
ZLK,2,2020,19.660
JHC,2,2020,19.660
PHA,3,2020,-216
STC,3,2020,-216
JHM,3,2020,-216
PLK,3,2020,-216
HKK,3,2020,-216
VYS,3,2020,-216
KVK,3,2020,-216
LBK,3,2020,-216
PAK,3,2020,-216
MSK,3,2020,-216
OLK,3,2020,-216
ULK,3,2020,-216
ZLK,3,2020,-216
JHC,3,2020,-216
PHA,4,2020,-24.102
STC,4,2020,-24.102
JHM,4,2020,-24.102
PLK,4,2020,-24.102
HKK,4,2020,-24.102
VYS,4,2020,-24.102
KVK,4,2020,-24.102
LBK,4,2020,-24.102
PAK,4,2020,-24.102
MSK,4,2020,-24.102
OLK,4,2020,-24.102
ULK,4,2020,-24.102
ZLK,4,2020,-24.102
JHC,4,2020,-24.102
PHA,5,2020,-496
STC,5,2020,-496
JHM,5,2020,-496
PLK,5,2020,-496
HKK,5,2020,-496
VYS,5,2020,-496
KVK,5,2020,-496
LBK,5,2020,-496
PAK,5,2020,-496
MSK,5,2020,-496
OLK,5,2020,-496
ULK,5,2020,-496
ZLK,5,2020,-496
JHC,5,2020,-496
PHA,6,2020,33.890
STC,6,2020,33.890
JHM,6,2020,33.890
PLK,6,2020,33.890
HKK,6,2020,33.890
VYS,6,2020,33.890
KVK,6,2020,33.890
LBK,6,2020,33.890
PAK,6,2020,33.890
MSK,6,2020,33.890
OLK,6,2020,33.890
ULK,6,2020,33.890
ZLK,6,2020,33.890
JHC,6,2020,33.890
PHA,7,2020,13.950
STC,7,2020,13.950
JHM,7,2020,13.950
PLK,7,2020,13.950
HKK,7,2020,13.950
VYS,7,2020,13.950
KVK,7,2020,13.950
LBK,7,2020,13.950
PAK,7,2020,13.950
MSK,7,2020,13.950
OLK,7,2020,13.950
ULK,7,2020,13.950
ZLK,7,2020,13.950
JHC,7,2020,13.950
PHA,8,2020,7.455
STC,8,2020,7.455
JHM,8,2020,7.455
PLK,8,2020,7.455
HKK,8,2020,7.455
VYS,8,2020,7.455
KVK,8,2020,7.455
LBK,8,2020,7.455
PAK,8,2020,7.455
MSK,8,2020,7.455
OLK,8,2020,7.455
ULK,8,2020,7.455
ZLK,8,2020,7.455
JHC,8,2020,7.455
PHA,9,2020,33.882
STC,9,2020,33.882
JHM,9,2020,33.882
PLK,9,2020,33.882
HKK,9,2020,33.882
VYS,9,2020,33.882
KVK,9,2020,33.882
LBK,9,2020,33.882
PAK,9,2020,33.882
MSK,9,2020,33.882
OLK,9,2020,33.882
ULK,9,2020,33.882
ZLK,9,2020,33.882
JHC,9,2020,33.882
PHA,10,2020,31.042
STC,10,2020,31.042
JHM,10,2020,31.042
PLK,10,2020,31.042
HKK,10,2020,31.042
VYS,10,2020,31.042
KVK,10,2020,31.042
LBK,10,2020,31.042
PAK,10,2020,31.042
MSK,10,2020,31.042
OLK,10,2020,31.042
ULK,10,2020,31.042
ZLK,10,2020,31.042
JHC,10,2020,31.042
PHA,11,2020,32.052
STC,11,2020,32.052
JHM,11,2020,32.052
PLK,11,2020,32.052
HKK,11,2020,32.052
VYS,11,2020,32.052
KVK,11,2020,32.052
LBK,11,2020,32.052
PAK,11,2020,32.052
MSK,11,2020,32.052
OLK,11,2020,32.052
ULK,11,2020,32.052
ZLK,11,2020,32.052
JHC,11,2020,32.052
PHA,12,2020,15.786
STC,12,2020,15.786
JHM,12,2020,15.786
PLK,12,2020,15.786
HKK,12,2020,15.786
VYS,12,2020,15.786
KVK,12,2020,15.786
LBK,12,2020,15.786
PAK,12,2020,15.786
MSK,12,2020,15.786
OLK,12,2020,15.786
ULK,12,2020,15.786
ZLK,12,2020,15.786
JHC,12,2020,15.786
PHA,1,2021,24.415
STC,1,2021,24.415
JHM,1,2021,24.415
PLK,1,2021,24.415
HKK,1,2021,24.415
VYS,1,2021,24.415
KVK,1,2021,24.415
LBK,1,2021,24.415
PAK,1,2021,24.415
MSK,1,2021,24.415
OLK,1,2021,24.415
ULK,1,2021,24.415
ZLK,1,2021,24.415
JHC,1,2021,24.415
PHA,2,2021,20.291
STC,2,2021,20.291
JHM,2,2021,20.291
PLK,2,2021,20.291
HKK,2,2021,20.291
VYS,2,2021,20.291
KVK,2,2021,20.291
LBK,2,2021,20.291
PAK,2,2021,20.291
MSK,2,2021,20.291
OLK,2,2021,20.291
ULK,2,2021,20.291
ZLK,2,2021,20.291
JHC,2,2021,20.291
PHA,3,2021,16.211
STC,3,2021,16.211
JHM,3,2021,16.211
PLK,3,2021,16.211
HKK,3,2021,16.211
VYS,3,2021,16.211
KVK,3,2021,16.211
LBK,3,2021,16.211
PAK,3,2021,16.211
MSK,3,2021,16.211
OLK,3,2021,16.211
ULK,3,2021,16.211
ZLK,3,2021,16.211
JHC,3,2021,16.211
PHA,4,2021,19.309
STC,4,2021,19.309
JHM,4,2021,19.309
PLK,4,2021,19.309
HKK,4,2021,19.309
VYS,4,2021,19.309
KVK,4,2021,19.309
LBK,4,2021,19.309
PAK,4,2021,19.309
MSK,4,2021,19.309
OLK,4,2021,19.309
ULK,4,2021,19.309
ZLK,4,2021,19.309
JHC,4,2021,19.309
PHA,5,2021,3.442
STC,5,2021,3.442
JHM,5,2021,3.442
PLK,5,2021,3.442
HKK,5,2021,3.442
VYS,5,2021,3.442
KVK,5,2021,3.442
LBK,5,2021,3.442
PAK,5,2021,3.442
MSK,5,2021,3.442
OLK,5,2021,3.442
ULK,5,2021,3.442
ZLK,5,2021,3.442
JHC,5,2021,3.442
PHA,6,2021,-8.903
STC,6,2021,-8.903
JHM,6,2021,-8.903
PLK,6,2021,-8.903
HKK,6,2021,-8.903
VYS,6,2021,-8.903
KVK,6,2021,-8.903
LBK,6,2021,-8.903
PAK,6,2021,-8.903
MSK,6,2021,-8.903
OLK,6,2021,-8.903
ULK,6,2021,-8.903
ZLK,6,2021,-8.903
JHC,6,2021,-8.903
PHA,7,2021,-10.451
STC,7,2021,-10.451
JHM,7,2021,-10.451
PLK,7,2021,-10.451
HKK,7,2021,-10.451
VYS,7,2021,-10.451
KVK,7,2021,-10.451
LBK,7,2021,-10.451
PAK,7,2021,-10.451
MSK,7,2021,-10.451
OLK,7,2021,-10.451
ULK,7,2021,-10.451
ZLK,7,2021,-10.451
JHC,7,2021,-10.451
PHA,8,2021,-27.750
STC,8,2021,-27.750
JHM,8,2021,-27.750
PLK,8,2021,-27.750
HKK,8,2021,-27.750
VYS,8,2021,-27.750
KVK,8,2021,-27.750
LBK,8,2021,-27.750
PAK,8,2021,-27.750
MSK,8,2021,-27.750
OLK,8,2021,-27.750
ULK,8,2021,-27.750
ZLK,8,2021,-27.750
JHC,8,2021,-27.750
PHA,9,2021,-16.499
STC,9,2021,-16.499
JHM,9,2021,-16.499
PLK,9,2021,-16.499
HKK,9,2021,-16.499
VYS,9,2021,-16.499
KVK,9,2021,-16.499
LBK,9,2021,-16.499
PAK,9,2021,-16.499
MSK,9,2021,-16.499
OLK,9,2021,-16.499
ULK,9,2021,-16.499
ZLK,9,2021,-16.499
JHC,9,2021,-16.499
PHA,10,2021,-16.852
STC,10,2021,-16.852
JHM,10,2021,-16.852
PLK,10,2021,-16.852
HKK,10,2021,-16.852
VYS,10,2021,-16.852
KVK,10,2021,-16.852
LBK,10,2021,-16.852
PAK,10,2021,-16.852
MSK,10,2021,-16.852
OLK,10,2021,-16.852
ULK,10,2021,-16.852
ZLK,10,2021,-16.852
JHC,10,2021,-16.852
PHA,11,2021,3.822
STC,11,2021,3.822
JHM,11,2021,3.822
PLK,11,2021,3.822
HKK,11,2021,3.822
VYS,11,2021,3.822
KVK,11,2021,3.822
LBK,11,2021,3.822
PAK,11,2021,3.822
MSK,11,2021,3.822
OLK,11,2021,3.822
ULK,11,2021,3.822
ZLK,11,2021,3.822
JHC,11,2021,3.822
PHA,12,2021,-16.240
STC,12,2021,-16.240
JHM,12,2021,-16.240
PLK,12,2021,-16.240
HKK,12,2021,-16.240
VYS,12,2021,-16.240
KVK,12,2021,-16.240
LBK,12,2021,-16.240
PAK,12,2021,-16.240
MSK,12,2021,-16.240
OLK,12,2021,-16.240
ULK,12,2021,-16.240
ZLK,12,2021,-16.240
JHC,12,2021,-16.240
PHA,1,2022,7.578
STC,1,2022,7.578
JHM,1,2022,7.578
PLK,1,2022,7.578
HKK,1,2022,7.578
VYS,1,2022,7.578
KVK,1,2022,7.578
LBK,1,2022,7.578
PAK,1,2022,7.578
MSK,1,2022,7.578
OLK,1,2022,7.578
ULK,1,2022,7.578
ZLK,1,2022,7.578
JHC,1,2022,7.578
PHA,2,2022,-7.474
STC,2,2022,-7.474
JHM,2,2022,-7.474
PLK,2,2022,-7.474
HKK,2,2022,-7.474
VYS,2,2022,-7.474
KVK,2,2022,-7.474
LBK,2,2022,-7.474
PAK,2,2022,-7.474
MSK,2,2022,-7.474
OLK,2,2022,-7.474
ULK,2,2022,-7.474
ZLK,2,2022,-7.474
JHC,2,2022,-7.474
PHA,3,2022,-12.741
STC,3,2022,-12.741
JHM,3,2022,-12.741
PLK,3,2022,-12.741
HKK,3,2022,-12.741
VYS,3,2022,-12.741
KVK,3,2022,-12.741
LBK,3,2022,-12.741
PAK,3,2022,-12.741
MSK,3,2022,-12.741
OLK,3,2022,-12.741
ULK,3,2022,-12.741
ZLK,3,2022,-12.741
JHC,3,2022,-12.741
PHA,4,2022,-29.034
STC,4,2022,-29.034
JHM,4,2022,-29.034
PLK,4,2022,-29.034
HKK,4,2022,-29.034
VYS,4,2022,-29.034
KVK,4,2022,-29.034
LBK,4,2022,-29.034
PAK,4,2022,-29.034
MSK,4,2022,-29.034
OLK,4,2022,-29.034
ULK,4,2022,-29.034
ZLK,4,2022,-29.034
JHC,4,2022,-29.034
PHA,5,2022,-28.389
STC,5,2022,-28.389
JHM,5,2022,-28.389
PLK,5,2022,-28.389
HKK,5,2022,-28.389
VYS,5,2022,-28.389
KVK,5,2022,-28.389
LBK,5,2022,-28.389
PAK,5,2022,-28.389
MSK,5,2022,-28.389
OLK,5,2022,-28.389
ULK,5,2022,-28.389
ZLK,5,2022,-28.389
JHC,5,2022,-28.389
PHA,6,2022,-15.803
STC,6,2022,-15.803
JHM,6,2022,-15.803
PLK,6,2022,-15.803
HKK,6,2022,-15.803
VYS,6,2022,-15.803
KVK,6,2022,-15.803
LBK,6,2022,-15.803
PAK,6,2022,-15.803
MSK,6,2022,-15.803
OLK,6,2022,-15.803
ULK,6,2022,-15.803
ZLK,6,2022,-15.803
JHC,6,2022,-15.803
PHA,7,2022,-22.485
STC,7,2022,-22.485
JHM,7,2022,-22.485
PLK,7,2022,-22.485
HKK,7,2022,-22.485
VYS,7,2022,-22.485
KVK,7,2022,-22.485
LBK,7,2022,-22.485
PAK,7,2022,-22.485
MSK,7,2022,-22.485
OLK,7,2022,-22.485
ULK,7,2022,-22.485
ZLK,7,2022,-22.485
JHC,7,2022,-22.485
PHA,8,2022,-29.259
STC,8,2022,-29.259
JHM,8,2022,-29.259
PLK,8,2022,-29.259
HKK,8,2022,-29.259
VYS,8,2022,-29.259
KVK,8,2022,-29.259
LBK,8,2022,-29.259
PAK,8,2022,-29.259
MSK,8,2022,-29.259
OLK,8,2022,-29.259
ULK,8,2022,-29.259
ZLK,8,2022,-29.259
JHC,8,2022,-29.259
PHA,9,2022,-12.571
STC,9,2022,-12.571
JHM,9,2022,-12.571
PLK,9,2022,-12.571
HKK,9,2022,-12.571
VYS,9,2022,-12.571
KVK,9,2022,-12.571
LBK,9,2022,-12.571
PAK,9,2022,-12.571
MSK,9,2022,-12.571
OLK,9,2022,-12.571
ULK,9,2022,-12.571
ZLK,9,2022,-12.571
JHC,9,2022,-12.571
PHA,10,2022,-25.785
STC,10,2022,-25.785
JHM,10,2022,-25.785
PLK,10,2022,-25.785
HKK,10,2022,-25.785
VYS,10,2022,-25.785
KVK,10,2022,-25.785
LBK,10,2022,-25.785
PAK,10,2022,-25.785
MSK,10,2022,-25.785
OLK,10,2022,-25.785
ULK,10,2022,-25.785
ZLK,10,2022,-25.785
JHC,10,2022,-25.785
PHA,11,2022,-26.426
STC,11,2022,-26.426
JHM,11,2022,-26.426
PLK,11,2022,-26.426
HKK,11,2022,-26.426
VYS,11,2022,-26.426
KVK,11,2022,-26.426
LBK,11,2022,-26.426
PAK,11,2022,-26.426
MSK,11,2022,-26.426
OLK,11,2022,-26.426
ULK,11,2022,-26.426
ZLK,11,2022,-26.426
JHC,11,2022,-26.426
PHA,12,2022,-2.428
STC,12,2022,-2.428
JHM,12,2022,-2.428
PLK,12,2022,-2.428
HKK,12,2022,-2.428
VYS,12,2022,-2.428
KVK,12,2022,-2.428
LBK,12,2022,-2.428
PAK,12,2022,-2.428
MSK,12,2022,-2.428
OLK,12,2022,-2.428
ULK,12,2022,-2.428
ZLK,12,2022,-2.428
JHC,12,2022,-2.428
PHA,1,2023,7.888
STC,1,2023,7.888
JHM,1,2023,7.888
PLK,1,2023,7.888
HKK,1,2023,7.888
VYS,1,2023,7.888
KVK,1,2023,7.888
LBK,1,2023,7.888
PAK,1,2023,7.888
MSK,1,2023,7.888
OLK,1,2023,7.888
ULK,1,2023,7.888
ZLK,1,2023,7.888
JHC,1,2023,7.888
PHA,2,2023,14.275
STC,2,2023,14.275
JHM,2,2023,14.275
PLK,2,2023,14.275
HKK,2,2023,14.275
VYS,2,2023,14.275
KVK,2,2023,14.275
LBK,2,2023,14.275
PAK,2,2023,14.275
MSK,2,2023,14.275
OLK,2,2023,14.275
ULK,2,2023,14.275
ZLK,2,2023,14.275
JHC,2,2023,14.275
PHA,3,2023,16.831
STC,3,2023,16.831
JHM,3,2023,16.831
PLK,3,2023,16.831
HKK,3,2023,16.831
VYS,3,2023,16.831
KVK,3,2023,16.831
LBK,3,2023,16.831
PAK,3,2023,16.831
MSK,3,2023,16.831
OLK,3,2023,16.831
ULK,3,2023,16.831
ZLK,3,2023,16.831
JHC,3,2023,16.831
PHA,4,2023,8.744
STC,4,2023,8.744
JHM,4,2023,8.744
PLK,4,2023,8.744
HKK,4,2023,8.744
VYS,4,2023,8.744
KVK,4,2023,8.744
LBK,4,2023,8.744
PAK,4,2023,8.744
MSK,4,2023,8.744
OLK,4,2023,8.744
ULK,4,2023,8.744
ZLK,4,2023,8.744
JHC,4,2023,8.744
PHA,5,2023,9.370
STC,5,2023,9.370
JHM,5,2023,9.370
PLK,5,2023,9.370
HKK,5,2023,9.370
VYS,5,2023,9.370
KVK,5,2023,9.370
LBK,5,2023,9.370
PAK,5,2023,9.370
MSK,5,2023,9.370
OLK,5,2023,9.370
ULK,5,2023,9.370
ZLK,5,2023,9.370
JHC,5,2023,9.370
PHA,6,2023,19.236
STC,6,2023,19.236
JHM,6,2023,19.236
PLK,6,2023,19.236
HKK,6,2023,19.236
VYS,6,2023,19.236
KVK,6,2023,19.236
LBK,6,2023,19.236
PAK,6,2023,19.236
MSK,6,2023,19.236
OLK,6,2023,19.236
ULK,6,2023,19.236
ZLK,6,2023,19.236
JHC,6,2023,19.236
PHA,7,2023,-6.421
STC,7,2023,-6.421
JHM,7,2023,-6.421
PLK,7,2023,-6.421
HKK,7,2023,-6.421
VYS,7,2023,-6.421
KVK,7,2023,-6.421
LBK,7,2023,-6.421
PAK,7,2023,-6.421
MSK,7,2023,-6.421
OLK,7,2023,-6.421
ULK,7,2023,-6.421
ZLK,7,2023,-6.421
JHC,7,2023,-6.421
PHA,8,2023,-5.628
STC,8,2023,-5.628
JHM,8,2023,-5.628
PLK,8,2023,-5.628
HKK,8,2023,-5.628
VYS,8,2023,-5.628
KVK,8,2023,-5.628
LBK,8,2023,-5.628
PAK,8,2023,-5.628
MSK,8,2023,-5.628
OLK,8,2023,-5.628
ULK,8,2023,-5.628
ZLK,8,2023,-5.628
JHC,8,2023,-5.628
PHA,9,2023,11.874
STC,9,2023,11.874
JHM,9,2023,11.874
PLK,9,2023,11.874
HKK,9,2023,11.874
VYS,9,2023,11.874
KVK,9,2023,11.874
LBK,9,2023,11.874
PAK,9,2023,11.874
MSK,9,2023,11.874
OLK,9,2023,11.874
ULK,9,2023,11.874
ZLK,9,2023,11.874
JHC,9,2023,11.874
PHA,10,2023,12.764
STC,10,2023,12.764
JHM,10,2023,12.764
PLK,10,2023,12.764
HKK,10,2023,12.764
VYS,10,2023,12.764
KVK,10,2023,12.764
LBK,10,2023,12.764
PAK,10,2023,12.764
MSK,10,2023,12.764
OLK,10,2023,12.764
ULK,10,2023,12.764
ZLK,10,2023,12.764
JHC,10,2023,12.764
